Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 9407
n: 9407
a: 29
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.9407
1, 0.2803
2, 0.1287
3, 0.7323
4, 0.2367
5, 0.8643
6, 0.0647
7, 0.8763
8, 0.4127
9, 0.9683
10, 0.0807
11, 0.3403
12, 0.8687
13, 0.1923
14, 0.5767
15, 0.7243
16, 0.0047
17, 0.1363
18, 0.9527
19, 0.6283
20, 0.2207
21, 0.4003
22, 0.6087
23, 0.6523
24, 0.9167
25, 0.5843
26, 0.9447
27, 0.3963
28, 0.4927
29, 0.2883
30, 0.3607
31, 0.4603
32, 0.3487
33, 0.1123
34, 0.2567
35, 0.4443
36, 0.8847
37, 0.6563
38, 0.0327
39, 0.9483
40, 0.5007
41, 0.5203
42, 0.0887
43, 0.5723
44, 0.5967
45, 0.3043
46, 0.8247
47, 0.9163
48, 0.5727
49, 0.6083
50, 0.6407
51, 0.5803
52, 0.8287
53, 0.0323
54, 0.9367
55, 0.1643
56, 0.7647
57, 0.1763
58, 0.1127
59, 0.2683
60, 0.7807
61, 0.6403
62, 0.5687
63, 0.4923
64, 0.2767
65, 0.0243
66, 0.7047
67, 0.4363
68, 0.6527
69, 0.9283
70, 0.9207
71, 0.7003
72, 0.3087
73, 0.9523
74, 0.6167
75, 0.8843
76, 0.6447
77, 0.6963
78, 0.1927
79, 0.5883
80, 0.0607
81, 0.7603
82, 0.0487
83, 0.4123
84, 0.9567
85, 0.7443
86, 0.5847
87, 0.9563
88, 0.7327
89, 0.2483
90, 0.2007
91, 0.8203
92, 0.7887
93, 0.8723
94, 0.2967
95, 0.6043
96, 0.5247
97, 0.2163
98, 0.2727
99, 0.9083
100, 0.3407
