Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8903
n: 8903
a: 77
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8903
1, 0.5531
2, 0.5887
3, 0.3299
4, 0.4023
5, 0.9771
6, 0.2367
7, 0.2259
8, 0.3943
9, 0.3611
10, 0.8047
11, 0.9619
12, 0.0663
13, 0.1051
14, 0.0927
15, 0.1379
16, 0.6183
17, 0.6091
18, 0.9007
19, 0.3539
20, 0.2503
21, 0.2731
22, 0.0287
23, 0.2099
24, 0.1623
25, 0.4971
26, 0.2767
27, 0.3059
28, 0.5543
29, 0.6811
30, 0.4447
31, 0.2419
32, 0.6263
33, 0.2251
34, 0.3327
35, 0.6179
36, 0.5783
37, 0.5291
38, 0.7407
39, 0.0339
40, 0.6103
41, 0.9931
42, 0.4687
43, 0.0899
44, 0.9223
45, 0.0171
46, 0.3167
47, 0.3859
48, 0.7143
49, 0.0011
50, 0.0847
51, 0.5219
52, 0.1863
53, 0.3451
54, 0.5727
55, 0.0979
56, 0.5383
57, 0.4491
58, 0.5807
59, 0.7139
60, 0.9703
61, 0.7131
62, 0.9087
63, 0.9699
64, 0.6823
65, 0.5371
66, 0.3567
67, 0.4659
68, 0.8743
69, 0.3211
70, 0.7247
71, 0.8019
72, 0.7463
73, 0.4651
74, 0.8127
75, 0.5779
76, 0.4983
77, 0.3691
78, 0.4207
79, 0.3939
80, 0.3303
81, 0.4331
82, 0.3487
83, 0.8499
84, 0.4423
85, 0.0571
86, 0.3967
87, 0.5459
88, 0.0343
89, 0.6411
90, 0.3647
91, 0.0819
92, 0.3063
93, 0.5851
94, 0.0527
95, 0.0579
96, 0.4583
97, 0.2891
98, 0.2607
99, 0.0739
100, 0.6903
