Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6853
n: 6853
a: 13
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6853
1, 0.9089
2, 0.8157
3, 0.6041
4, 0.8533
5, 0.0929
6, 0.2077
7, 0.7001
8, 0.1013
9, 0.3169
10, 0.1197
11, 0.5561
12, 0.2293
13, 0.9809
14, 0.7517
15, 0.7721
16, 0.0373
17, 0.4849
18, 0.3037
19, 0.9481
20, 0.3253
21, 0.2289
22, 0.9757
23, 0.6841
24, 0.8933
25, 0.6129
26, 0.9677
27, 0.5801
28, 0.5413
29, 0.0369
30, 0.4797
31, 0.2361
32, 0.0693
33, 0.9009
34, 0.7117
35, 0.2521
36, 0.2773
37, 0.6049
38, 0.8637
39, 0.2281
40, 0.9653
41, 0.5489
42, 0.1357
43, 0.7641
44, 0.9333
45, 0.1329
46, 0.7277
47, 0.4601
48, 0.9813
49, 0.7569
50, 0.8397
51, 0.9161
52, 0.9093
53, 0.8209
54, 0.6717
55, 0.7321
56, 0.5173
57, 0.7249
58, 0.4237
59, 0.5081
60, 0.6053
61, 0.8689
62, 0.2957
63, 0.8441
64, 0.9733
65, 0.6529
66, 0.4877
67, 0.3401
68, 0.4213
69, 0.4769
70, 0.1997
71, 0.5961
72, 0.7493
73, 0.7409
74, 0.6317
75, 0.2121
76, 0.7573
77, 0.8449
78, 0.9837
79, 0.7881
80, 0.2453
81, 0.1889
82, 0.4557
83, 0.9241
84, 0.0133
85, 0.1729
86, 0.2477
87, 0.2201
88, 0.8613
89, 0.1969
90, 0.5597
91, 0.2761
92, 0.5893
93, 0.6609
94, 0.5917
95, 0.6921
96, 0.9973
97, 0.9649
98, 0.5437
99, 0.0681
100, 0.8853
