Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 1139
n: 1139
a: 63
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.1139
1, 0.1757
2, 0.0691
3, 0.3533
4, 0.2579
5, 0.2477
6, 0.6051
7, 0.1213
8, 0.6419
9, 0.4397
10, 0.7011
11, 0.1693
12, 0.6659
13, 0.9517
14, 0.9571
15, 0.2973
16, 0.7299
17, 0.9837
18, 0.9731
19, 0.3053
20, 0.2339
21, 0.7357
22, 0.3491
23, 0.9933
24, 0.5779
25, 0.4077
26, 0.6851
27, 0.1613
28, 0.1619
29, 0.1997
30, 0.5811
31, 0.6093
32, 0.3859
33, 0.3117
34, 0.6371
35, 0.1373
36, 0.6499
37, 0.9437
38, 0.4531
39, 0.5453
40, 0.3539
41, 0.2957
42, 0.6291
43, 0.6333
44, 0.8979
45, 0.5677
46, 0.7651
47, 0.2013
48, 0.6819
49, 0.9597
50, 0.4611
51, 0.0493
52, 0.1059
53, 0.6717
54, 0.3171
55, 0.9773
56, 0.5699
57, 0.9037
58, 0.9331
59, 0.7853
60, 0.4739
61, 0.8557
62, 0.9091
63, 0.2733
64, 0.2179
65, 0.7277
66, 0.8451
67, 0.2413
68, 0.2019
69, 0.7197
70, 0.3411
71, 0.4893
72, 0.8259
73, 0.0317
74, 0.9971
75, 0.8173
76, 0.4899
77, 0.8637
78, 0.4131
79, 0.0253
80, 0.5939
81, 0.4157
82, 0.1891
83, 0.9133
84, 0.5379
85, 0.8877
86, 0.9251
87, 0.2813
88, 0.7219
89, 0.4797
90, 0.2211
91, 0.9293
92, 0.5459
93, 0.3917
94, 0.6771
95, 0.6573
96, 0.4099
97, 0.8237
98, 0.8931
99, 0.2653
100, 0.7139
