Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6359
n: 6359
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6359
1, 0.8669
2, 0.8879
3, 0.7989
4, 0.6999
5, 0.6909
6, 0.8719
7, 0.3429
8, 0.2039
9, 0.5549
10, 0.4959
11, 0.1269
12, 0.5479
13, 0.8589
14, 0.1599
15, 0.5509
16, 0.1319
17, 0.0029
18, 0.2639
19, 0.0149
20, 0.3559
21, 0.3869
22, 0.2079
23, 0.9189
24, 0.6199
25, 0.4109
26, 0.3919
27, 0.6629
28, 0.3239
29, 0.4749
30, 0.2159
31, 0.6469
32, 0.8679
33, 0.9789
34, 0.0799
35, 0.2709
36, 0.6519
37, 0.3229
38, 0.3839
39, 0.9349
40, 0.0759
41, 0.9069
42, 0.5279
43, 0.0389
44, 0.5399
45, 0.1309
46, 0.9119
47, 0.9829
48, 0.4439
49, 0.3949
50, 0.9359
51, 0.1669
52, 0.1879
53, 0.0989
54, 0.9999
55, 0.9909
56, 0.1719
57, 0.6429
58, 0.5039
59, 0.8549
60, 0.7959
61, 0.4269
62, 0.8479
63, 0.1589
64, 0.4599
65, 0.8509
66, 0.4319
67, 0.3029
68, 0.5639
69, 0.3149
70, 0.6559
71, 0.6869
72, 0.5079
73, 0.2189
74, 0.9199
75, 0.7109
76, 0.6919
77, 0.9629
78, 0.6239
79, 0.7749
80, 0.5159
81, 0.9469
82, 0.1679
83, 0.2789
84, 0.3799
85, 0.5709
86, 0.9519
87, 0.6229
88, 0.6839
89, 0.2349
90, 0.3759
91, 0.2069
92, 0.8279
93, 0.3389
94, 0.8399
95, 0.4309
96, 0.2119
97, 0.2829
98, 0.7439
99, 0.6949
100, 0.2359
