Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 7367
n: 7367
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.7367
1, 0.1037
2, 0.1407
3, 0.5477
4, 0.0247
5, 0.2717
6, 0.9887
7, 0.8757
8, 0.6327
9, 0.9597
10, 0.5567
11, 0.1237
12, 0.3607
13, 0.9677
14, 0.6447
15, 0.0917
16, 0.0087
17, 0.0957
18, 0.0527
19, 0.5797
20, 0.3767
21, 0.1437
22, 0.5807
23, 0.3877
24, 0.2647
25, 0.9117
26, 0.0287
27, 0.3157
28, 0.4727
29, 0.1997
30, 0.1967
31, 0.1637
32, 0.8007
33, 0.8077
34, 0.8847
35, 0.7317
36, 0.0487
37, 0.5357
38, 0.8927
39, 0.8197
40, 0.0167
41, 0.1837
42, 0.0207
43, 0.2277
44, 0.5047
45, 0.5517
46, 0.0687
47, 0.7557
48, 0.3127
49, 0.4397
50, 0.8367
51, 0.2037
52, 0.2407
53, 0.6477
54, 0.1247
55, 0.3717
56, 0.0887
57, 0.9757
58, 0.7327
59, 0.0597
60, 0.6567
61, 0.2237
62, 0.4607
63, 0.0677
64, 0.7447
65, 0.1917
66, 0.1087
67, 0.1957
68, 0.1527
69, 0.6797
70, 0.4767
71, 0.2437
72, 0.6807
73, 0.4877
74, 0.3647
75, 0.0117
76, 0.1287
77, 0.4157
78, 0.5727
79, 0.2997
80, 0.2967
81, 0.2637
82, 0.9007
83, 0.9077
84, 0.9847
85, 0.8317
86, 0.1487
87, 0.6357
88, 0.9927
89, 0.9197
90, 0.1167
91, 0.2837
92, 0.1207
93, 0.3277
94, 0.6047
95, 0.6517
96, 0.1687
97, 0.8557
98, 0.4127
99, 0.5397
100, 0.9367
