Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6089
n: 6089
a: 83
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6089
1, 0.5387
2, 0.7121
3, 0.1043
4, 0.6569
5, 0.5227
6, 0.3841
7, 0.8803
8, 0.0649
9, 0.3867
10, 0.0961
11, 0.9763
12, 0.0329
13, 0.7307
14, 0.6481
15, 0.7923
16, 0.7609
17, 0.1547
18, 0.8401
19, 0.7283
20, 0.4489
21, 0.2587
22, 0.4721
23, 0.1843
24, 0.2969
25, 0.6427
26, 0.3441
27, 0.5603
28, 0.5049
29, 0.9067
30, 0.2561
31, 0.2563
32, 0.2729
33, 0.6507
34, 0.0081
35, 0.6723
36, 0.8009
37, 0.4747
38, 0.4001
39, 0.2083
40, 0.2889
41, 0.9787
42, 0.2321
43, 0.2643
44, 0.9369
45, 0.7627
46, 0.3041
47, 0.2403
48, 0.9449
49, 0.4267
50, 0.4161
51, 0.5363
52, 0.5129
53, 0.5707
54, 0.3681
55, 0.5523
56, 0.8409
57, 0.7947
58, 0.9601
59, 0.6883
60, 0.1289
61, 0.6987
62, 0.9921
63, 0.3443
64, 0.5769
65, 0.8827
66, 0.2641
67, 0.9203
68, 0.3849
69, 0.9467
70, 0.5761
71, 0.8163
72, 0.7529
73, 0.4907
74, 0.7281
75, 0.4323
76, 0.8809
77, 0.1147
78, 0.5201
79, 0.1683
80, 0.9689
81, 0.4187
82, 0.7521
83, 0.4243
84, 0.2169
85, 0.0027
86, 0.2241
87, 0.6003
88, 0.8249
89, 0.4667
90, 0.7361
91, 0.0963
92, 0.9929
93, 0.4107
94, 0.0881
95, 0.3123
96, 0.9209
97, 0.4347
98, 0.0801
99, 0.6483
100, 0.8089
