Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 2911
n: 2911
a: 13
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.2911
1, 0.7843
2, 0.1959
3, 0.5467
4, 0.1071
5, 0.3923
6, 0.0999
7, 0.2987
8, 0.8831
9, 0.4803
10, 0.2439
11, 0.1707
12, 0.2191
13, 0.8483
14, 0.0279
15, 0.3627
16, 0.7151
17, 0.2963
18, 0.8519
19, 0.0747
20, 0.9711
21, 0.6243
22, 0.1159
23, 0.5067
24, 0.5871
25, 0.6323
26, 0.2199
27, 0.8587
28, 0.1631
29, 0.1203
30, 0.5639
31, 0.3307
32, 0.2991
33, 0.8883
34, 0.5479
35, 0.1227
36, 0.5951
37, 0.7363
38, 0.5719
39, 0.4347
40, 0.6511
41, 0.4643
42, 0.0359
43, 0.4667
44, 0.0671
45, 0.8723
46, 0.3399
47, 0.4187
48, 0.4431
49, 0.7603
50, 0.8839
51, 0.4907
52, 0.3791
53, 0.9283
54, 0.0679
55, 0.8827
56, 0.4751
57, 0.1763
58, 0.2919
59, 0.7947
60, 0.3311
61, 0.3043
62, 0.9559
63, 0.4267
64, 0.5471
65, 0.1123
66, 0.4599
67, 0.9787
68, 0.7231
69, 0.4003
70, 0.2039
71, 0.6507
72, 0.4591
73, 0.9683
74, 0.5879
75, 0.6427
76, 0.3551
77, 0.6163
78, 0.0119
79, 0.1547
80, 0.0111
81, 0.1443
82, 0.8759
83, 0.3867
84, 0.0271
85, 0.3523
86, 0.5799
87, 0.5387
88, 0.0031
89, 0.0403
90, 0.5239
91, 0.8107
92, 0.5391
93, 0.0083
94, 0.1079
95, 0.4027
96, 0.2351
97, 0.0563
98, 0.7319
99, 0.5147
100, 0.6911
