Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8877
n: 8877
a: 13
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8877
1, 0.5401
2, 0.0213
3, 0.2769
4, 0.5997
5, 0.7961
6, 0.3493
7, 0.5409
8, 0.0317
9, 0.4121
10, 0.3573
11, 0.6449
12, 0.3837
13, 0.9881
14, 0.8453
15, 0.9889
16, 0.8557
17, 0.1241
18, 0.6133
19, 0.9729
20, 0.6477
21, 0.4201
22, 0.4613
23, 0.9969
24, 0.9597
25, 0.4761
26, 0.1893
27, 0.4609
28, 0.9917
29, 0.8921
30, 0.5973
31, 0.7649
32, 0.9437
33, 0.2681
34, 0.4853
35, 0.3089
36, 0.0157
37, 0.2041
38, 0.6533
39, 0.4929
40, 0.4077
41, 0.3001
42, 0.9013
43, 0.7169
44, 0.3197
45, 0.1561
46, 0.0293
47, 0.3809
48, 0.9517
49, 0.3721
50, 0.8373
51, 0.8849
52, 0.5037
53, 0.5481
54, 0.1253
55, 0.6289
56, 0.1757
57, 0.2841
58, 0.6933
59, 0.0129
60, 0.1677
61, 0.1801
62, 0.3413
63, 0.4369
64, 0.6797
65, 0.8361
66, 0.8693
67, 0.3009
68, 0.9117
69, 0.8521
70, 0.0773
71, 0.0049
72, 0.0637
73, 0.8281
74, 0.7653
75, 0.9489
76, 0.3357
77, 0.3641
78, 0.7333
79, 0.5329
80, 0.9277
81, 0.0601
82, 0.7813
83, 0.1569
84, 0.0397
85, 0.5161
86, 0.7093
87, 0.2209
88, 0.8717
89, 0.3321
90, 0.3173
91, 0.1249
92, 0.6237
93, 0.1081
94, 0.4053
95, 0.2689
96, 0.4957
97, 0.4441
98, 0.7733
99, 0.0529
100, 0.6877
