Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 7841
n: 7841
a: 29
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.7841
1, 0.7389
2, 0.4281
3, 0.4149
4, 0.0321
5, 0.9309
6, 0.9961
7, 0.8869
8, 0.7201
9, 0.8829
10, 0.6041
11, 0.5189
12, 0.0481
13, 0.3949
14, 0.4521
15, 0.1109
16, 0.2161
17, 0.2669
18, 0.7401
19, 0.4629
20, 0.4241
21, 0.2989
22, 0.6681
23, 0.3749
24, 0.8721
25, 0.2909
26, 0.4361
27, 0.6469
28, 0.7601
29, 0.0429
30, 0.2441
31, 0.0789
32, 0.2881
33, 0.3549
34, 0.2921
35, 0.4709
36, 0.6561
37, 0.0269
38, 0.7801
39, 0.6229
40, 0.0641
41, 0.8589
42, 0.9081
43, 0.3349
44, 0.7121
45, 0.6509
46, 0.8761
47, 0.4069
48, 0.8001
49, 0.2029
50, 0.8841
51, 0.6389
52, 0.5281
53, 0.3149
54, 0.1321
55, 0.8309
56, 0.0961
57, 0.7869
58, 0.8201
59, 0.7829
60, 0.7041
61, 0.4189
62, 0.1481
63, 0.2949
64, 0.5521
65, 0.0109
66, 0.3161
67, 0.1669
68, 0.8401
69, 0.3629
70, 0.5241
71, 0.1989
72, 0.7681
73, 0.2749
74, 0.9721
75, 0.1909
76, 0.5361
77, 0.5469
78, 0.8601
79, 0.9429
80, 0.3441
81, 0.9789
82, 0.3881
83, 0.2549
84, 0.3921
85, 0.3709
86, 0.7561
87, 0.9269
88, 0.8801
89, 0.5229
90, 0.1641
91, 0.7589
92, 0.0081
93, 0.2349
94, 0.8121
95, 0.5509
96, 0.9761
97, 0.3069
98, 0.9001
99, 0.1029
100, 0.9841
