Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4257
n: 4257
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4257
1, 0.6827
2, 0.5097
3, 0.6067
4, 0.6737
5, 0.4107
6, 0.5177
7, 0.6947
8, 0.6417
9, 0.0587
10, 0.6457
11, 0.1027
12, 0.1297
13, 0.4267
14, 0.6937
15, 0.6307
16, 0.9377
17, 0.3147
18, 0.4617
19, 0.0787
20, 0.8657
21, 0.5227
22, 0.7497
23, 0.2467
24, 0.7137
25, 0.8507
26, 0.3577
27, 0.9347
28, 0.2817
29, 0.0987
30, 0.0857
31, 0.9427
32, 0.3697
33, 0.0667
34, 0.7337
35, 0.0707
36, 0.7777
37, 0.5547
38, 0.1017
39, 0.1187
40, 0.3057
41, 0.3627
42, 0.9897
43, 0.8867
44, 0.7537
45, 0.2907
46, 0.1977
47, 0.1747
48, 0.9217
49, 0.1387
50, 0.5257
51, 0.7827
52, 0.6097
53, 0.7067
54, 0.7737
55, 0.5107
56, 0.6177
57, 0.7947
58, 0.7417
59, 0.1587
60, 0.7457
61, 0.2027
62, 0.2297
63, 0.5267
64, 0.7937
65, 0.7307
66, 0.0377
67, 0.4147
68, 0.5617
69, 0.1787
70, 0.9657
71, 0.6227
72, 0.8497
73, 0.3467
74, 0.8137
75, 0.9507
76, 0.4577
77, 0.0347
78, 0.3817
79, 0.1987
80, 0.1857
81, 0.0427
82, 0.4697
83, 0.1667
84, 0.8337
85, 0.1707
86, 0.8777
87, 0.6547
88, 0.2017
89, 0.2187
90, 0.4057
91, 0.4627
92, 0.0897
93, 0.9867
94, 0.8537
95, 0.3907
96, 0.2977
97, 0.2747
98, 0.0217
99, 0.2387
100, 0.6257
