Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8227
n: 8227
a: 83
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8227
1, 0.2841
2, 0.5803
3, 0.1649
4, 0.6867
5, 0.9961
6, 0.6763
7, 0.1329
8, 0.0307
9, 0.5481
10, 0.4923
11, 0.8609
12, 0.4547
13, 0.7401
14, 0.4283
15, 0.5489
16, 0.5587
17, 0.3721
18, 0.8843
19, 0.3969
20, 0.9427
21, 0.2441
22, 0.2603
23, 0.6049
24, 0.2067
25, 0.1561
26, 0.9563
27, 0.3729
28, 0.9507
29, 0.9081
30, 0.3723
31, 0.9009
32, 0.7747
33, 0.3001
34, 0.9083
35, 0.3889
36, 0.2787
37, 0.1321
38, 0.9643
39, 0.0369
40, 0.0627
41, 0.2041
42, 0.9403
43, 0.0449
44, 0.7267
45, 0.3161
46, 0.2363
47, 0.6129
48, 0.8707
49, 0.2681
50, 0.2523
51, 0.9409
52, 0.0947
53, 0.8601
54, 0.3883
55, 0.2289
56, 0.9987
57, 0.8921
58, 0.0443
59, 0.6769
60, 0.1827
61, 0.1641
62, 0.6203
63, 0.4849
64, 0.2467
65, 0.4761
66, 0.5163
67, 0.8529
68, 0.7907
69, 0.6281
70, 0.1323
71, 0.9809
72, 0.4147
73, 0.4201
74, 0.8683
75, 0.0689
76, 0.7187
77, 0.6521
78, 0.1243
79, 0.3169
80, 0.3027
81, 0.1241
82, 0.3003
83, 0.9249
84, 0.7667
85, 0.6361
86, 0.7963
87, 0.0929
88, 0.7107
89, 0.9881
90, 0.0123
91, 0.0209
92, 0.7347
93, 0.9801
94, 0.3483
95, 0.9089
96, 0.4387
97, 0.4121
98, 0.2043
99, 0.9569
100, 0.4227
