Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8679
n: 8679
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8679
1, 0.5469
2, 0.0159
3, 0.1749
4, 0.9239
5, 0.1629
6, 0.7919
7, 0.7109
8, 0.8199
9, 0.0189
10, 0.2079
11, 0.2869
12, 0.1559
13, 0.7149
14, 0.8639
15, 0.5029
16, 0.5319
17, 0.8509
18, 0.3599
19, 0.9589
20, 0.5479
21, 0.0269
22, 0.2959
23, 0.2549
24, 0.8039
25, 0.8429
26, 0.2719
27, 0.9909
28, 0.8999
29, 0.8989
30, 0.8879
31, 0.7669
32, 0.4359
33, 0.7949
34, 0.7439
35, 0.1829
36, 0.0119
37, 0.1309
38, 0.4399
39, 0.8389
40, 0.2279
41, 0.5069
42, 0.5759
43, 0.3349
44, 0.6839
45, 0.5229
46, 0.7519
47, 0.2709
48, 0.9799
49, 0.7789
50, 0.5679
51, 0.2469
52, 0.7159
53, 0.8749
54, 0.6239
55, 0.8629
56, 0.4919
57, 0.4109
58, 0.5199
59, 0.7189
60, 0.9079
61, 0.9869
62, 0.8559
63, 0.4149
64, 0.5639
65, 0.2029
66, 0.2319
67, 0.5509
68, 0.0599
69, 0.6589
70, 0.2479
71, 0.7269
72, 0.9959
73, 0.9549
74, 0.5039
75, 0.5429
76, 0.9719
77, 0.6909
78, 0.5999
79, 0.5989
80, 0.5879
81, 0.4669
82, 0.1359
83, 0.4949
84, 0.4439
85, 0.8829
86, 0.7119
87, 0.8309
88, 0.1399
89, 0.5389
90, 0.9279
91, 0.2069
92, 0.2759
93, 0.0349
94, 0.3839
95, 0.2229
96, 0.4519
97, 0.9709
98, 0.6799
99, 0.4789
100, 0.2679
