Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6999
n: 6999
a: 77
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6999
1, 0.8923
2, 0.7071
3, 0.4467
4, 0.3959
5, 0.4843
6, 0.2911
7, 0.4147
8, 0.9319
9, 0.7563
10, 0.2351
11, 0.1027
12, 0.9079
13, 0.9083
14, 0.9391
15, 0.3107
16, 0.9239
17, 0.1403
18, 0.8031
19, 0.8387
20, 0.5799
21, 0.6523
22, 0.2271
23, 0.4867
24, 0.4759
25, 0.6443
26, 0.6111
27, 0.0547
28, 0.2119
29, 0.3163
30, 0.3551
31, 0.3427
32, 0.3879
33, 0.8683
34, 0.8591
35, 0.1507
36, 0.6039
37, 0.5003
38, 0.5231
39, 0.2787
40, 0.4599
41, 0.4123
42, 0.7471
43, 0.5267
44, 0.5559
45, 0.8043
46, 0.9311
47, 0.6947
48, 0.4919
49, 0.8763
50, 0.4751
51, 0.5827
52, 0.8679
53, 0.8283
54, 0.7791
55, 0.9907
56, 0.2839
57, 0.8603
58, 0.2431
59, 0.7187
60, 0.3399
61, 0.1723
62, 0.2671
63, 0.5667
64, 0.6359
65, 0.9643
66, 0.2511
67, 0.3347
68, 0.7719
69, 0.4363
70, 0.5951
71, 0.8227
72, 0.3479
73, 0.7883
74, 0.6991
75, 0.8307
76, 0.9639
77, 0.2203
78, 0.9631
79, 0.1587
80, 0.2199
81, 0.9323
82, 0.7871
83, 0.6067
84, 0.7159
85, 0.1243
86, 0.5711
87, 0.9747
88, 0.0519
89, 0.9963
90, 0.7151
91, 0.0627
92, 0.8279
93, 0.7483
94, 0.6191
95, 0.6707
96, 0.6439
97, 0.5803
98, 0.6831
99, 0.5987
100, 0.0999
