Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4109
n: 4109
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4109
1, 0.3919
2, 0.6629
3, 0.3239
4, 0.4749
5, 0.2159
6, 0.6469
7, 0.8679
8, 0.9789
9, 0.0799
10, 0.2709
11, 0.6519
12, 0.3229
13, 0.3839
14, 0.9349
15, 0.0759
16, 0.9069
17, 0.5279
18, 0.0389
19, 0.5399
20, 0.1309
21, 0.9119
22, 0.9829
23, 0.4439
24, 0.3949
25, 0.9359
26, 0.1669
27, 0.1879
28, 0.0989
29, 0.9999
30, 0.9909
31, 0.1719
32, 0.6429
33, 0.5039
34, 0.8549
35, 0.7959
36, 0.4269
37, 0.8479
38, 0.1589
39, 0.4599
40, 0.8509
41, 0.4319
42, 0.3029
43, 0.5639
44, 0.3149
45, 0.6559
46, 0.6869
47, 0.5079
48, 0.2189
49, 0.9199
50, 0.7109
51, 0.6919
52, 0.9629
53, 0.6239
54, 0.7749
55, 0.5159
56, 0.9469
57, 0.1679
58, 0.2789
59, 0.3799
60, 0.5709
61, 0.9519
62, 0.6229
63, 0.6839
64, 0.2349
65, 0.3759
66, 0.2069
67, 0.8279
68, 0.3389
69, 0.8399
70, 0.4309
71, 0.2119
72, 0.2829
73, 0.7439
74, 0.6949
75, 0.2359
76, 0.4669
77, 0.4879
78, 0.3989
79, 0.2999
80, 0.2909
81, 0.4719
82, 0.9429
83, 0.8039
84, 0.1549
85, 0.0959
86, 0.7269
87, 0.1479
88, 0.4589
89, 0.7599
90, 0.1509
91, 0.7319
92, 0.6029
93, 0.8639
94, 0.6149
95, 0.9559
96, 0.9869
97, 0.8079
98, 0.5189
99, 0.2199
100, 0.0109
