Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6517
n: 6517
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6517
1, 0.3047
2, 0.7277
3, 0.2207
4, 0.0837
5, 0.6167
6, 0.1197
7, 0.8927
8, 0.2357
9, 0.4487
10, 0.8317
11, 0.6847
12, 0.3077
13, 7.0E-4
14, 0.0637
15, 0.7967
16, 0.4997
17, 0.4727
18, 0.0157
19, 0.4287
20, 0.0117
21, 0.0647
22, 0.8877
23, 0.7807
24, 0.0437
25, 0.9767
26, 0.8797
27, 0.0527
28, 0.7957
29, 0.4087
30, 0.1917
31, 0.4447
32, 0.4677
33, 0.5607
34, 0.0237
35, 0.1567
36, 0.2597
37, 0.6327
38, 0.5757
39, 0.3887
40, 0.3717
41, 0.8247
42, 0.0477
43, 0.3407
44, 0.0037
45, 0.3367
46, 0.6397
47, 0.2127
48, 0.3557
49, 0.3687
50, 0.5517
51, 0.2047
52, 0.6277
53, 0.1207
54, 0.9837
55, 0.5167
56, 0.0197
57, 0.7927
58, 0.1357
59, 0.3487
60, 0.7317
61, 0.5847
62, 0.2077
63, 0.9007
64, 0.9637
65, 0.6967
66, 0.3997
67, 0.3727
68, 0.9157
69, 0.3287
70, 0.9117
71, 0.9647
72, 0.7877
73, 0.6807
74, 0.9437
75, 0.8767
76, 0.7797
77, 0.9527
78, 0.6957
79, 0.3087
80, 0.0917
81, 0.3447
82, 0.3677
83, 0.4607
84, 0.9237
85, 0.0567
86, 0.1597
87, 0.5327
88, 0.4757
89, 0.2887
90, 0.2717
91, 0.7247
92, 0.9477
93, 0.2407
94, 0.9037
95, 0.2367
96, 0.5397
97, 0.1127
98, 0.2557
99, 0.2687
100, 0.4517
