Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4413
n: 4413
a: 21
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4413
1, 0.2673
2, 0.6133
3, 0.8793
4, 0.4653
5, 0.7713
6, 0.1973
7, 0.1433
8, 0.0093
9, 0.1953
10, 0.1013
11, 0.1273
12, 0.6733
13, 0.1393
14, 0.9253
15, 0.4313
16, 0.0573
17, 0.2033
18, 0.2693
19, 0.6553
20, 0.7613
21, 0.9873
22, 0.7333
23, 0.3993
24, 0.3853
25, 0.0913
26, 0.9173
27, 0.2633
28, 0.5293
29, 0.1153
30, 0.4213
31, 0.8473
32, 0.7933
33, 0.6593
34, 0.8453
35, 0.7513
36, 0.7773
37, 0.3233
38, 0.7893
39, 0.5753
40, 0.0813
41, 0.7073
42, 0.8533
43, 0.9193
44, 0.3053
45, 0.4113
46, 0.6373
47, 0.3833
48, 0.0493
49, 0.0353
50, 0.7413
51, 0.5673
52, 0.9133
53, 0.1793
54, 0.7653
55, 0.0713
56, 0.4973
57, 0.4433
58, 0.3093
59, 0.4953
60, 0.4013
61, 0.4273
62, 0.9733
63, 0.4393
64, 0.2253
65, 0.7313
66, 0.3573
67, 0.5033
68, 0.5693
69, 0.9553
70, 0.0613
71, 0.2873
72, 0.0333
73, 0.6993
74, 0.6853
75, 0.3913
76, 0.2173
77, 0.5633
78, 0.8293
79, 0.4153
80, 0.7213
81, 0.1473
82, 0.0933
83, 0.9593
84, 0.1453
85, 0.0513
86, 0.0773
87, 0.6233
88, 0.0893
89, 0.8753
90, 0.3813
91, 0.0073
92, 0.1533
93, 0.2193
94, 0.6053
95, 0.7113
96, 0.9373
97, 0.6833
98, 0.3493
99, 0.3353
100, 0.0413
