Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4417
n: 4417
a: 63
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4417
1, 0.8271
2, 0.1073
3, 0.7599
4, 0.8737
5, 0.0431
6, 0.7153
7, 0.0639
8, 0.0257
9, 0.6191
10, 0.0033
11, 0.2079
12, 0.0977
13, 0.1551
14, 0.7713
15, 0.5919
16, 0.2897
17, 0.2511
18, 0.8193
19, 0.6159
20, 0.8017
21, 0.5071
22, 0.9473
23, 0.6799
24, 0.8337
25, 0.5231
26, 0.9553
27, 0.1839
28, 0.5857
29, 0.8991
30, 0.6433
31, 0.5279
32, 0.2577
33, 0.2351
34, 0.8113
35, 0.1119
36, 0.0497
37, 0.1311
38, 0.2593
39, 0.3359
40, 0.1617
41, 0.1871
42, 0.7873
43, 0.5999
44, 0.7937
45, 0.0031
46, 0.1953
47, 0.3039
48, 0.1457
49, 0.1791
50, 0.2833
51, 0.8479
52, 0.4177
53, 0.3151
54, 0.8513
55, 0.6319
56, 0.8097
57, 0.0111
58, 0.6993
59, 0.0559
60, 0.5217
61, 0.8671
62, 0.6273
63, 0.5199
64, 0.7537
65, 0.4831
66, 0.4353
67, 0.4239
68, 0.7057
69, 0.4591
70, 0.9233
71, 0.1679
72, 0.5777
73, 0.3951
74, 0.8913
75, 0.1519
76, 0.5697
77, 0.8911
78, 0.1393
79, 0.7759
80, 0.8817
81, 0.5471
82, 0.4673
83, 0.4399
84, 0.7137
85, 0.9631
86, 0.6753
87, 0.5439
88, 0.2657
89, 0.7391
90, 0.5633
91, 0.4879
92, 0.7377
93, 0.4751
94, 0.9313
95, 0.6719
96, 0.3297
97, 0.7711
98, 0.5793
99, 0.4959
100, 0.2417
