Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 371
n: 371
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.0371
1, 0.4081
2, 0.4891
3, 0.3801
4, 0.1811
5, 0.9921
6, 0.9131
7, 0.0441
8, 0.4851
9, 0.3361
10, 0.6971
11, 0.6681
12, 0.3491
13, 0.8401
14, 0.2411
15, 0.6521
16, 0.1731
17, 0.9041
18, 0.9451
19, 0.3961
20, 0.3571
21, 0.9281
22, 0.2091
23, 0.3001
24, 0.3011
25, 0.3121
26, 0.4331
27, 0.7641
28, 0.4051
29, 0.4561
30, 0.0171
31, 0.1881
32, 0.0691
33, 0.7601
34, 0.3611
35, 0.9721
36, 0.6931
37, 0.6241
38, 0.8651
39, 0.5161
40, 0.6771
41, 0.4481
42, 0.9291
43, 0.2201
44, 0.4211
45, 0.6321
46, 0.9531
47, 0.4841
48, 0.3251
49, 0.5761
50, 0.3371
51, 0.7081
52, 0.7891
53, 0.6801
54, 0.4811
55, 0.2921
56, 0.2131
57, 0.3441
58, 0.7851
59, 0.6361
60, 0.9971
61, 0.9681
62, 0.6491
63, 0.1401
64, 0.5411
65, 0.9521
66, 0.4731
67, 0.2041
68, 0.2451
69, 0.6961
70, 0.6571
71, 0.2281
72, 0.5091
73, 0.6001
74, 0.6011
75, 0.6121
76, 0.7331
77, 0.0641
78, 0.7051
79, 0.7561
80, 0.3171
81, 0.4881
82, 0.3691
83, 0.0601
84, 0.6611
85, 0.2721
86, 0.9931
87, 0.9241
88, 0.1651
89, 0.8161
90, 0.9771
91, 0.7481
92, 0.2291
93, 0.5201
94, 0.7211
95, 0.9321
96, 0.2531
97, 0.7841
98, 0.6251
99, 0.8761
100, 0.6371
