Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6221
n: 6221
a: 19
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6221
1, 0.8199
2, 0.5781
3, 0.9839
4, 0.6941
5, 0.1879
6, 0.5701
7, 0.8319
8, 0.8061
9, 0.3159
10, 0.0021
11, 0.0399
12, 0.7581
13, 0.4039
14, 0.6741
15, 0.8079
16, 0.3501
17, 0.6519
18, 0.3861
19, 0.3359
20, 0.3821
21, 0.2599
22, 0.9381
23, 0.8239
24, 0.6541
25, 0.4279
26, 0.1301
27, 0.4719
28, 0.9661
29, 0.3559
30, 0.7621
31, 0.4799
32, 0.1181
33, 0.2439
34, 0.6341
35, 0.0479
36, 0.9101
37, 0.2919
38, 0.5461
39, 0.3759
40, 0.1421
41, 0.6999
42, 0.2981
43, 0.6639
44, 0.6141
45, 0.6679
46, 0.6901
47, 0.1119
48, 0.1261
49, 0.3959
50, 0.5221
51, 0.9199
52, 0.4781
53, 0.0839
54, 0.5941
55, 0.2879
56, 0.4701
57, 0.9319
58, 0.7061
59, 0.4159
60, 0.9021
61, 0.1399
62, 0.6581
63, 0.5039
64, 0.5741
65, 0.9079
66, 0.2501
67, 0.7519
68, 0.2861
69, 0.4359
70, 0.2821
71, 0.3599
72, 0.8381
73, 0.9239
74, 0.5541
75, 0.5279
76, 0.0301
77, 0.5719
78, 0.8661
79, 0.4559
80, 0.6621
81, 0.5799
82, 0.0181
83, 0.3439
84, 0.5341
85, 0.1479
86, 0.8101
87, 0.3919
88, 0.4461
89, 0.4759
90, 0.0421
91, 0.7999
92, 0.1981
93, 0.7639
94, 0.5141
95, 0.7679
96, 0.5901
97, 0.2119
98, 0.0261
99, 0.4959
100, 0.4221
