Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 1993
n: 1993
a: 61
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.1993
1, 0.1573
2, 0.5953
3, 0.3133
4, 0.1113
5, 0.7893
6, 0.1473
7, 0.9853
8, 0.1033
9, 0.3013
10, 0.3793
11, 0.1373
12, 0.3753
13, 0.8933
14, 0.4913
15, 0.9693
16, 0.1273
17, 0.7653
18, 0.6833
19, 0.6813
20, 0.5593
21, 0.1173
22, 0.1553
23, 0.4733
24, 0.8713
25, 0.1493
26, 0.1073
27, 0.5453
28, 0.2633
29, 0.0613
30, 0.7393
31, 0.0973
32, 0.9353
33, 0.0533
34, 0.2513
35, 0.3293
36, 0.0873
37, 0.3253
38, 0.8433
39, 0.4413
40, 0.9193
41, 0.0773
42, 0.7153
43, 0.6333
44, 0.6313
45, 0.5093
46, 0.0673
47, 0.1053
48, 0.4233
49, 0.8213
50, 0.0993
51, 0.0573
52, 0.4953
53, 0.2133
54, 0.0113
55, 0.6893
56, 0.0473
57, 0.8853
58, 0.0033
59, 0.2013
60, 0.2793
61, 0.0373
62, 0.2753
63, 0.7933
64, 0.3913
65, 0.8693
66, 0.0273
67, 0.6653
68, 0.5833
69, 0.5813
70, 0.4593
71, 0.0173
72, 0.0553
73, 0.3733
74, 0.7713
75, 0.0493
76, 0.0073
77, 0.4453
78, 0.1633
79, 0.9613
80, 0.6393
81, 0.9973
82, 0.8353
83, 0.9533
84, 0.1513
85, 0.2293
86, 0.9873
87, 0.2253
88, 0.7433
89, 0.3413
90, 0.8193
91, 0.9773
92, 0.6153
93, 0.5333
94, 0.5313
95, 0.4093
96, 0.9673
97, 0.0053
98, 0.3233
99, 0.7213
100, 0.9993
