Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 5093
n: 5093
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.5093
1, 0.6023
2, 0.6253
3, 0.8783
4, 0.6613
5, 0.2743
6, 0.0173
7, 0.1903
8, 0.0933
9, 0.0263
10, 0.2893
11, 0.1823
12, 0.0053
13, 0.0583
14, 0.6413
15, 0.0543
16, 0.5973
17, 0.5703
18, 0.2733
19, 0.0063
20, 0.0693
21, 0.7623
22, 0.3853
23, 0.2383
24, 0.6213
25, 0.8343
26, 0.1773
27, 0.9503
28, 0.4533
29, 0.9863
30, 0.8493
31, 0.3423
32, 0.7653
33, 0.4183
34, 0.6013
35, 0.6143
36, 0.7573
37, 0.3303
38, 0.6333
39, 0.9663
40, 0.6293
41, 0.9223
42, 0.1453
43, 0.5983
44, 0.5813
45, 0.3943
46, 0.3373
47, 0.7103
48, 0.8133
49, 0.9463
50, 0.4093
51, 0.5023
52, 0.5253
53, 0.7783
54, 0.5613
55, 0.1743
56, 0.9173
57, 0.0903
58, 0.9933
59, 0.9263
60, 0.1893
61, 0.0823
62, 0.9053
63, 0.9583
64, 0.5413
65, 0.9543
66, 0.4973
67, 0.4703
68, 0.1733
69, 0.9063
70, 0.9693
71, 0.6623
72, 0.2853
73, 0.1383
74, 0.5213
75, 0.7343
76, 0.0773
77, 0.8503
78, 0.3533
79, 0.8863
80, 0.7493
81, 0.2423
82, 0.6653
83, 0.3183
84, 0.5013
85, 0.5143
86, 0.6573
87, 0.2303
88, 0.5333
89, 0.8663
90, 0.5293
91, 0.8223
92, 0.0453
93, 0.4983
94, 0.4813
95, 0.2943
96, 0.2373
97, 0.6103
98, 0.7133
99, 0.8463
100, 0.3093
