Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4489
n: 4489
a: 19
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4489
1, 0.5291
2, 0.0529
3, 0.0051
4, 0.0969
5, 0.8411
6, 0.9809
7, 0.6371
8, 0.1049
9, 0.9931
10, 0.8689
11, 0.5091
12, 0.6729
13, 0.7851
14, 0.9169
15, 0.4211
16, 9.0E-4
17, 0.0171
18, 0.3249
19, 0.1731
20, 0.2889
21, 0.4891
22, 0.2929
23, 0.5651
24, 0.7369
25, 0.0011
26, 0.0209
27, 0.3971
28, 0.5449
29, 0.3531
30, 0.7089
31, 0.4691
32, 0.9129
33, 0.3451
34, 0.5569
35, 0.5811
36, 0.0409
37, 0.7771
38, 0.7649
39, 0.5331
40, 0.1289
41, 0.4491
42, 0.5329
43, 0.1251
44, 0.3769
45, 0.1611
46, 0.0609
47, 0.1571
48, 0.9849
49, 0.7131
50, 0.5489
51, 0.4291
52, 0.1529
53, 0.9051
54, 0.1969
55, 0.7411
56, 0.0809
57, 0.5371
58, 0.2049
59, 0.8931
60, 0.9689
61, 0.4091
62, 0.7729
63, 0.6851
64, 0.0169
65, 0.3211
66, 0.1009
67, 0.9171
68, 0.4249
69, 0.0731
70, 0.3889
71, 0.3891
72, 0.3929
73, 0.4651
74, 0.8369
75, 0.9011
76, 0.1209
77, 0.2971
78, 0.6449
79, 0.2531
80, 0.8089
81, 0.3691
82, 0.0129
83, 0.2451
84, 0.6569
85, 0.4811
86, 0.1409
87, 0.6771
88, 0.8649
89, 0.4331
90, 0.2289
91, 0.3491
92, 0.6329
93, 0.0251
94, 0.4769
95, 0.0611
96, 0.1609
97, 0.0571
98, 0.0849
99, 0.6131
100, 0.6489
