Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 2853
n: 2853
a: 29
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.2853
1, 0.2737
2, 0.9373
3, 0.1817
4, 0.2693
5, 0.8097
6, 0.4813
7, 0.9577
8, 0.7733
9, 0.4257
10, 0.3453
11, 0.0137
12, 0.3973
13, 0.5217
14, 0.1293
15, 0.7497
16, 0.7413
17, 0.4977
18, 0.4333
19, 0.5657
20, 0.4053
21, 0.7537
22, 0.8573
23, 0.8617
24, 0.9893
25, 0.6897
26, 0.0013
27, 0.0377
28, 0.0933
29, 0.7057
30, 0.4653
31, 0.4937
32, 0.3173
33, 0.2017
34, 0.8493
35, 0.6297
36, 0.2613
37, 0.5777
38, 0.7533
39, 0.8457
40, 0.5253
41, 0.2337
42, 0.7773
43, 0.5417
44, 0.7093
45, 0.5697
46, 0.5213
47, 0.1177
48, 0.4133
49, 0.9857
50, 0.5853
51, 0.9737
52, 0.2373
53, 0.8817
54, 0.5693
55, 0.5097
56, 0.7813
57, 0.6577
58, 0.0733
59, 0.1257
60, 0.6453
61, 0.7137
62, 0.6973
63, 0.2217
64, 0.4293
65, 0.4497
66, 0.0413
67, 0.1977
68, 0.7333
69, 0.2657
70, 0.7053
71, 0.4537
72, 0.1573
73, 0.5617
74, 0.2893
75, 0.3897
76, 0.3013
77, 0.7377
78, 0.3933
79, 0.4057
80, 0.7653
81, 0.1937
82, 0.6173
83, 0.9017
84, 0.1493
85, 0.3297
86, 0.5613
87, 0.2777
88, 0.0533
89, 0.5457
90, 0.8253
91, 0.9337
92, 0.0773
93, 0.2417
94, 0.0093
95, 0.2697
96, 0.8213
97, 0.8177
98, 0.7133
99, 0.6857
100, 0.8853
