Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 4077
n: 4077
a: 13
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.4077
1, 0.3001
2, 0.9013
3, 0.7169
4, 0.3197
5, 0.1561
6, 0.0293
7, 0.3809
8, 0.9517
9, 0.3721
10, 0.8373
11, 0.8849
12, 0.5037
13, 0.5481
14, 0.1253
15, 0.6289
16, 0.1757
17, 0.2841
18, 0.6933
19, 0.0129
20, 0.1677
21, 0.1801
22, 0.3413
23, 0.4369
24, 0.6797
25, 0.8361
26, 0.8693
27, 0.3009
28, 0.9117
29, 0.8521
30, 0.0773
31, 0.0049
32, 0.0637
33, 0.8281
34, 0.7653
35, 0.9489
36, 0.3357
37, 0.3641
38, 0.7333
39, 0.5329
40, 0.9277
41, 0.0601
42, 0.7813
43, 0.1569
44, 0.0397
45, 0.5161
46, 0.7093
47, 0.2209
48, 0.8717
49, 0.3321
50, 0.3173
51, 0.1249
52, 0.6237
53, 0.1081
54, 0.4053
55, 0.2689
56, 0.4957
57, 0.4441
58, 0.7733
59, 0.0529
60, 0.6877
61, 0.9401
62, 0.2213
63, 0.8769
64, 0.3997
65, 0.1961
66, 0.5493
67, 0.1409
68, 0.8317
69, 0.8121
70, 0.5573
71, 0.2449
72, 0.1837
73, 0.3881
74, 0.0453
75, 0.5889
76, 0.6557
77, 0.5241
78, 0.8133
79, 0.5729
80, 0.4477
81, 0.8201
82, 0.6613
83, 0.5969
84, 0.7597
85, 0.8761
86, 0.3893
87, 0.0609
88, 0.7917
89, 0.2921
90, 0.7973
91, 0.3649
92, 0.7437
93, 0.6681
94, 0.6853
95, 0.9089
96, 0.8157
97, 0.6041
98, 0.8533
99, 0.0929
100, 0.2077
