Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 169
n: 169
a: 21
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.0169
1, 0.3549
2, 0.4529
3, 0.5109
4, 0.7289
5, 0.3069
6, 0.4449
7, 0.3429
8, 0.2009
9, 0.2189
10, 0.5969
11, 0.5349
12, 0.2329
13, 0.8909
14, 0.7089
15, 0.8869
16, 0.6249
17, 0.1229
18, 0.5809
19, 0.1989
20, 0.1769
21, 0.7149
22, 0.0129
23, 0.2709
24, 0.6889
25, 0.4669
26, 0.8049
27, 0.9029
28, 0.9609
29, 0.1789
30, 0.7569
31, 0.8949
32, 0.7929
33, 0.6509
34, 0.6689
35, 0.0469
36, 0.9849
37, 0.6829
38, 0.3409
39, 0.1589
40, 0.3369
41, 0.0749
42, 0.5729
43, 0.0309
44, 0.6489
45, 0.6269
46, 0.1649
47, 0.4629
48, 0.7209
49, 0.1389
50, 0.9169
51, 0.2549
52, 0.3529
53, 0.4109
54, 0.6289
55, 0.2069
56, 0.3449
57, 0.2429
58, 0.1009
59, 0.1189
60, 0.4969
61, 0.4349
62, 0.1329
63, 0.7909
64, 0.6089
65, 0.7869
66, 0.5249
67, 0.0229
68, 0.4809
69, 0.0989
70, 0.0769
71, 0.6149
72, 0.9129
73, 0.1709
74, 0.5889
75, 0.3669
76, 0.7049
77, 0.8029
78, 0.8609
79, 0.0789
80, 0.6569
81, 0.7949
82, 0.6929
83, 0.5509
84, 0.5689
85, 0.9469
86, 0.8849
87, 0.5829
88, 0.2409
89, 0.0589
90, 0.2369
91, 0.9749
92, 0.4729
93, 0.9309
94, 0.5489
95, 0.5269
96, 0.0649
97, 0.3629
98, 0.6209
99, 0.0389
100, 0.8169
