Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 9507
n: 9507
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.9507
1, 0.4577
2, 0.0347
3, 0.3817
4, 0.1987
5, 0.1857
6, 0.0427
7, 0.4697
8, 0.1667
9, 0.8337
10, 0.1707
11, 0.8777
12, 0.6547
13, 0.2017
14, 0.2187
15, 0.4057
16, 0.4627
17, 0.0897
18, 0.9867
19, 0.8537
20, 0.3907
21, 0.2977
22, 0.2747
23, 0.0217
24, 0.2387
25, 0.6257
26, 0.8827
27, 0.7097
28, 0.8067
29, 0.8737
30, 0.6107
31, 0.7177
32, 0.8947
33, 0.8417
34, 0.2587
35, 0.8457
36, 0.3027
37, 0.3297
38, 0.6267
39, 0.8937
40, 0.8307
41, 0.1377
42, 0.5147
43, 0.6617
44, 0.2787
45, 0.0657
46, 0.7227
47, 0.9497
48, 0.4467
49, 0.9137
50, 0.0507
51, 0.5577
52, 0.1347
53, 0.4817
54, 0.2987
55, 0.2857
56, 0.1427
57, 0.5697
58, 0.2667
59, 0.9337
60, 0.2707
61, 0.9777
62, 0.7547
63, 0.3017
64, 0.3187
65, 0.5057
66, 0.5627
67, 0.1897
68, 0.0867
69, 0.9537
70, 0.4907
71, 0.3977
72, 0.3747
73, 0.1217
74, 0.3387
75, 0.7257
76, 0.9827
77, 0.8097
78, 0.9067
79, 0.9737
80, 0.7107
81, 0.8177
82, 0.9947
83, 0.9417
84, 0.3587
85, 0.9457
86, 0.4027
87, 0.4297
88, 0.7267
89, 0.9937
90, 0.9307
91, 0.2377
92, 0.6147
93, 0.7617
94, 0.3787
95, 0.1657
96, 0.8227
97, 0.0497
98, 0.5467
99, 0.0137
100, 0.1507
