Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6401
n: 6401
a: 83
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6401
1, 0.1283
2, 0.6489
3, 0.8587
4, 0.2721
5, 0.5843
6, 0.4969
7, 0.2427
8, 0.1441
9, 0.9603
10, 0.7049
11, 0.5067
12, 0.0561
13, 0.6563
14, 0.4729
15, 0.2507
16, 0.8081
17, 0.0723
18, 9.0E-4
19, 0.0747
20, 0.2001
21, 0.6083
22, 0.4889
23, 0.5787
24, 0.0321
25, 0.6643
26, 0.1369
27, 0.3627
28, 0.1041
29, 0.6403
30, 0.1449
31, 0.0267
32, 0.2161
33, 0.9363
34, 0.7129
35, 0.1707
36, 0.1681
37, 0.9523
38, 0.0409
39, 0.3947
40, 0.7601
41, 0.0883
42, 0.3289
43, 0.2987
44, 0.7921
45, 0.7443
46, 0.7769
47, 0.4827
48, 0.0641
49, 0.3203
50, 0.5849
51, 0.5467
52, 0.3761
53, 0.2163
54, 0.9529
55, 0.0907
56, 0.5281
57, 0.8323
58, 0.0809
59, 0.7147
60, 0.3201
61, 0.5683
62, 0.1689
63, 0.0187
64, 0.5521
65, 0.8243
66, 0.4169
67, 0.6027
68, 0.0241
69, 3.0E-4
70, 0.0249
71, 0.0667
72, 0.5361
73, 0.4963
74, 0.1929
75, 0.0107
76, 0.8881
77, 0.7123
78, 0.1209
79, 0.0347
80, 0.8801
81, 0.0483
82, 0.0089
83, 0.7387
84, 0.3121
85, 0.9043
86, 0.0569
87, 0.7227
88, 0.9841
89, 0.6803
90, 0.4649
91, 0.5867
92, 0.6961
93, 0.7763
94, 0.4329
95, 0.9307
96, 0.2481
97, 0.5923
98, 0.1609
99, 0.3547
100, 0.4401
