Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 9229
n: 9229
a: 13
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.9229
1, 0.9977
2, 0.9701
3, 0.6113
4, 0.9469
5, 0.3097
6, 0.0261
7, 0.3393
8, 0.4109
9, 0.3417
10, 0.4421
11, 0.7473
12, 0.7149
13, 0.2937
14, 0.8181
15, 0.6353
16, 0.2589
17, 0.3657
18, 0.7541
19, 0.8033
20, 0.4429
21, 0.7577
22, 0.8501
23, 0.0513
24, 0.6669
25, 0.6697
26, 0.7061
27, 0.1793
28, 0.3309
29, 0.3017
30, 0.9221
31, 0.9873
32, 0.8349
33, 0.8537
34, 0.0981
35, 0.2753
36, 0.5789
37, 0.5257
38, 0.8341
39, 0.8433
40, 0.9629
41, 0.5177
42, 0.7301
43, 0.4913
44, 0.3869
45, 0.0297
46, 0.3861
47, 0.0193
48, 0.2509
49, 0.2617
50, 0.4021
51, 0.2273
52, 0.9549
53, 0.4137
54, 0.3781
55, 0.9153
56, 0.8989
57, 0.6857
58, 0.9141
59, 0.8833
60, 0.4829
61, 0.2777
62, 0.6101
63, 0.9313
64, 0.1069
65, 0.3897
66, 0.0661
67, 0.8593
68, 0.1709
69, 0.2217
70, 0.8821
71, 0.4673
72, 0.0749
73, 0.9737
74, 0.6581
75, 0.5553
76, 0.2189
77, 0.8457
78, 0.9941
79, 0.9233
80, 0.0029
81, 0.0377
82, 0.4901
83, 0.3713
84, 0.8269
85, 0.7497
86, 0.7461
87, 0.6993
88, 0.0909
89, 0.1817
90, 0.3621
91, 0.7073
92, 0.1949
93, 0.5337
94, 0.9381
95, 0.1953
96, 0.5389
97, 0.0057
98, 0.0741
99, 0.9633
100, 0.5229
