Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 5267
n: 5267
a: 11
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.5267
1, 0.7937
2, 0.7307
3, 0.0377
4, 0.4147
5, 0.5617
6, 0.1787
7, 0.9657
8, 0.6227
9, 0.8497
10, 0.3467
11, 0.8137
12, 0.9507
13, 0.4577
14, 0.0347
15, 0.3817
16, 0.1987
17, 0.1857
18, 0.0427
19, 0.4697
20, 0.1667
21, 0.8337
22, 0.1707
23, 0.8777
24, 0.6547
25, 0.2017
26, 0.2187
27, 0.4057
28, 0.4627
29, 0.0897
30, 0.9867
31, 0.8537
32, 0.3907
33, 0.2977
34, 0.2747
35, 0.0217
36, 0.2387
37, 0.6257
38, 0.8827
39, 0.7097
40, 0.8067
41, 0.8737
42, 0.6107
43, 0.7177
44, 0.8947
45, 0.8417
46, 0.2587
47, 0.8457
48, 0.3027
49, 0.3297
50, 0.6267
51, 0.8937
52, 0.8307
53, 0.1377
54, 0.5147
55, 0.6617
56, 0.2787
57, 0.0657
58, 0.7227
59, 0.9497
60, 0.4467
61, 0.9137
62, 0.0507
63, 0.5577
64, 0.1347
65, 0.4817
66, 0.2987
67, 0.2857
68, 0.1427
69, 0.5697
70, 0.2667
71, 0.9337
72, 0.2707
73, 0.9777
74, 0.7547
75, 0.3017
76, 0.3187
77, 0.5057
78, 0.5627
79, 0.1897
80, 0.0867
81, 0.9537
82, 0.4907
83, 0.3977
84, 0.3747
85, 0.1217
86, 0.3387
87, 0.7257
88, 0.9827
89, 0.8097
90, 0.9067
91, 0.9737
92, 0.7107
93, 0.8177
94, 0.9947
95, 0.9417
96, 0.3587
97, 0.9457
98, 0.4027
99, 0.4297
100, 0.7267
