Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8401
n: 8401
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8401
1, 0.4491
2, 0.8681
3, 0.9971
4, 0.7361
5, 0.9851
6, 0.6441
7, 0.6131
8, 0.7921
9, 0.0811
10, 0.3801
11, 0.5891
12, 0.6081
13, 0.3371
14, 0.6761
15, 0.5251
16, 0.7841
17, 0.3531
18, 0.1321
19, 0.0211
20, 0.9201
21, 0.7291
22, 0.3481
23, 0.6771
24, 0.6161
25, 0.0651
26, 0.9241
27, 0.0931
28, 0.4721
29, 0.9611
30, 0.4601
31, 0.8691
32, 0.0881
33, 0.0171
34, 0.5561
35, 0.6051
36, 0.0641
37, 0.8331
38, 0.8121
39, 0.9011
40, 1.0E-4
41, 0.0091
42, 0.8281
43, 0.3571
44, 0.4961
45, 0.1451
46, 0.2041
47, 0.5731
48, 0.1521
49, 0.8411
50, 0.5401
51, 0.1491
52, 0.5681
53, 0.6971
54, 0.4361
55, 0.6851
56, 0.3441
57, 0.3131
58, 0.4921
59, 0.7811
60, 0.0801
61, 0.2891
62, 0.3081
63, 0.0371
64, 0.3761
65, 0.2251
66, 0.4841
67, 0.0531
68, 0.8321
69, 0.7211
70, 0.6201
71, 0.4291
72, 0.0481
73, 0.3771
74, 0.3161
75, 0.7651
76, 0.6241
77, 0.7931
78, 0.1721
79, 0.6611
80, 0.1601
81, 0.5691
82, 0.7881
83, 0.7171
84, 0.2561
85, 0.3051
86, 0.7641
87, 0.5331
88, 0.5121
89, 0.6011
90, 0.7001
91, 0.7091
92, 0.5281
93, 0.0571
94, 0.1961
95, 0.8451
96, 0.9041
97, 0.2731
98, 0.8521
99, 0.5411
100, 0.2401
