Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 3681
n: 3681
a: 61
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.3681
1, 0.4541
2, 0.7001
3, 0.7061
4, 0.0721
5, 0.3981
6, 0.2841
7, 0.3301
8, 0.1361
9, 0.3021
10, 0.4281
11, 0.1141
12, 0.9601
13, 0.5661
14, 0.5321
15, 0.4581
16, 0.9441
17, 0.5901
18, 0.9961
19, 0.7621
20, 0.4881
21, 0.7741
22, 0.2201
23, 0.4261
24, 0.9921
25, 0.5181
26, 0.6041
27, 0.8501
28, 0.8561
29, 0.2221
30, 0.5481
31, 0.4341
32, 0.4801
33, 0.2861
34, 0.4521
35, 0.5781
36, 0.2641
37, 0.1101
38, 0.7161
39, 0.6821
40, 0.6081
41, 0.0941
42, 0.7401
43, 0.1461
44, 0.9121
45, 0.6381
46, 0.9241
47, 0.3701
48, 0.5761
49, 0.1421
50, 0.6681
51, 0.7541
52, 1.0E-4
53, 0.0061
54, 0.3721
55, 0.6981
56, 0.5841
57, 0.6301
58, 0.4361
59, 0.6021
60, 0.7281
61, 0.4141
62, 0.2601
63, 0.8661
64, 0.8321
65, 0.7581
66, 0.2441
67, 0.8901
68, 0.2961
69, 0.0621
70, 0.7881
71, 0.0741
72, 0.5201
73, 0.7261
74, 0.2921
75, 0.8181
76, 0.9041
77, 0.1501
78, 0.1561
79, 0.5221
80, 0.8481
81, 0.7341
82, 0.7801
83, 0.5861
84, 0.7521
85, 0.8781
86, 0.5641
87, 0.4101
88, 0.0161
89, 0.9821
90, 0.9081
91, 0.3941
92, 0.0401
93, 0.4461
94, 0.2121
95, 0.9381
96, 0.2241
97, 0.6701
98, 0.8761
99, 0.4421
100, 0.9681
