Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 8513
n: 8513
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.8513
1, 0.4683
2, 0.6153
3, 0.9923
4, 0.2993
5, 0.2363
6, 0.5033
7, 0.8003
8, 0.8273
9, 0.2843
10, 0.8713
11, 0.2883
12, 0.2353
13, 0.4123
14, 0.5193
15, 0.2563
16, 0.3233
17, 0.4203
18, 0.2473
19, 0.5043
20, 0.8913
21, 0.1083
22, 0.8553
23, 0.8323
24, 0.7393
25, 0.2763
26, 0.1433
27, 0.0403
28, 0.6673
29, 0.7243
30, 0.9113
31, 0.9283
32, 0.4753
33, 0.2523
34, 0.9593
35, 0.2963
36, 0.9633
37, 0.6603
38, 0.0873
39, 0.9443
40, 0.9313
41, 0.7483
42, 0.0953
43, 0.6723
44, 0.1793
45, 0.3163
46, 0.7833
47, 0.2803
48, 0.5073
49, 0.1643
50, 0.9513
51, 0.5683
52, 0.7153
53, 0.0923
54, 0.3993
55, 0.3363
56, 0.6033
57, 0.9003
58, 0.9273
59, 0.3843
60, 0.9713
61, 0.3883
62, 0.3353
63, 0.5123
64, 0.6193
65, 0.3563
66, 0.4233
67, 0.5203
68, 0.3473
69, 0.6043
70, 0.9913
71, 0.2083
72, 0.9553
73, 0.9323
74, 0.8393
75, 0.3763
76, 0.2433
77, 0.1403
78, 0.7673
79, 0.8243
80, 0.0113
81, 0.0283
82, 0.5753
83, 0.3523
84, 0.0593
85, 0.3963
86, 0.0633
87, 0.7603
88, 0.1873
89, 0.0443
90, 0.0313
91, 0.8483
92, 0.1953
93, 0.7723
94, 0.2793
95, 0.4163
96, 0.8833
97, 0.3803
98, 0.6073
99, 0.2643
100, 0.0513
