Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6597
n: 6597
a: 77
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6597
1, 0.7969
2, 0.3613
3, 0.8201
4, 0.1477
5, 0.3729
6, 0.7133
7, 0.9241
8, 0.1557
9, 0.9889
10, 0.1453
11, 0.1881
12, 0.4837
13, 0.2449
14, 0.8573
15, 0.0121
16, 0.9317
17, 0.7409
18, 0.0493
19, 0.7961
20, 0.2997
21, 0.0769
22, 0.9213
23, 0.9401
24, 0.3877
25, 0.8529
26, 0.6733
27, 0.8441
28, 0.9957
29, 0.6689
30, 0.5053
31, 0.9081
32, 0.9237
33, 0.1249
34, 0.6173
35, 0.5321
36, 0.9717
37, 0.8209
38, 0.2093
39, 0.1161
40, 0.9397
41, 0.3569
42, 0.4813
43, 0.0601
44, 0.6277
45, 0.3329
46, 0.6333
47, 0.7641
48, 0.8357
49, 0.3489
50, 0.8653
51, 0.6281
52, 0.3637
53, 0.0049
54, 0.3773
55, 0.0521
56, 0.0117
57, 0.9009
58, 0.3693
59, 0.4361
60, 0.5797
61, 0.6369
62, 0.0413
63, 0.1801
64, 0.8677
65, 0.8129
66, 0.5933
67, 0.6841
68, 0.6757
69, 0.0289
70, 0.2253
71, 0.3481
72, 0.8037
73, 0.8849
74, 0.1373
75, 0.5721
76, 0.0517
77, 0.9809
78, 0.5293
79, 0.7561
80, 0.2197
81, 0.9169
82, 0.6013
83, 0.3001
84, 0.1077
85, 0.2929
86, 0.5533
87, 0.6041
88, 0.5157
89, 0.7089
90, 0.5853
91, 0.0681
92, 0.2437
93, 0.7649
94, 0.8973
95, 0.0921
96, 0.0917
97, 0.0609
98, 0.6893
99, 0.0761
100, 0.8597
