Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 913
n: 913
a: 77
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.0913
1, 0.0301
2, 0.3177
3, 0.4629
4, 0.6433
5, 0.5341
6, 0.1257
7, 0.6789
8, 0.2753
9, 0.1981
10, 0.2537
11, 0.5349
12, 0.1873
13, 0.4221
14, 0.5017
15, 0.6309
16, 0.5793
17, 0.6061
18, 0.6697
19, 0.5669
20, 0.6513
21, 0.1501
22, 0.5577
23, 0.9429
24, 0.6033
25, 0.4541
26, 0.9657
27, 0.3589
28, 0.6353
29, 0.9181
30, 0.6937
31, 0.4149
32, 0.9473
33, 0.9421
34, 0.5417
35, 0.7109
36, 0.7393
37, 0.9261
38, 0.3097
39, 0.8469
40, 0.2113
41, 0.2701
42, 0.7977
43, 0.4229
44, 0.5633
45, 0.3741
46, 0.8057
47, 0.0389
48, 0.9953
49, 0.6381
50, 0.1337
51, 0.2949
52, 0.7073
53, 0.4621
54, 0.5817
55, 0.7909
56, 0.8993
57, 0.2461
58, 0.9497
59, 0.1269
60, 0.7713
61, 0.3901
62, 0.0377
63, 0.9029
64, 0.5233
65, 0.2941
66, 0.6457
67, 0.7189
68, 0.3553
69, 0.3581
70, 0.5737
71, 0.1749
72, 0.4673
73, 0.9821
74, 0.6217
75, 0.8709
76, 0.0593
77, 0.5661
78, 0.5897
79, 0.4069
80, 0.3313
81, 0.5101
82, 0.2777
83, 0.3829
84, 0.4833
85, 0.2141
86, 0.4857
87, 0.3989
88, 0.7153
89, 0.0781
90, 0.0137
91, 0.0549
92, 0.2273
93, 0.5021
94, 0.6617
95, 0.9509
96, 0.2193
97, 0.8861
98, 0.2297
99, 0.6869
100, 0.8913
