Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6943
n: 6943
a: 61
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6943
1, 0.3523
2, 0.4903
3, 0.9083
4, 0.4063
5, 0.7843
6, 0.8423
7, 0.3803
8, 0.1983
9, 0.0963
10, 0.8743
11, 0.3323
12, 0.2703
13, 0.4883
14, 0.7863
15, 0.9643
16, 0.8223
17, 0.1603
18, 0.7783
19, 0.4763
20, 0.0543
21, 0.3123
22, 0.0503
23, 0.0683
24, 0.1663
25, 0.1443
26, 0.8023
27, 0.9403
28, 0.3583
29, 0.8563
30, 0.2343
31, 0.2923
32, 0.8303
33, 0.6483
34, 0.5463
35, 0.3243
36, 0.7823
37, 0.7203
38, 0.9383
39, 0.2363
40, 0.4143
41, 0.2723
42, 0.6103
43, 0.2283
44, 0.9263
45, 0.5043
46, 0.7623
47, 0.5003
48, 0.5183
49, 0.6163
50, 0.5943
51, 0.2523
52, 0.3903
53, 0.8083
54, 0.3063
55, 0.6843
56, 0.7423
57, 0.2803
58, 0.0983
59, 0.9963
60, 0.7743
61, 0.2323
62, 0.1703
63, 0.3883
64, 0.6863
65, 0.8643
66, 0.7223
67, 0.0603
68, 0.6783
69, 0.3763
70, 0.9543
71, 0.2123
72, 0.9503
73, 0.9683
74, 0.0663
75, 0.0443
76, 0.7023
77, 0.8403
78, 0.2583
79, 0.7563
80, 0.1343
81, 0.1923
82, 0.7303
83, 0.5483
84, 0.4463
85, 0.2243
86, 0.6823
87, 0.6203
88, 0.8383
89, 0.1363
90, 0.3143
91, 0.1723
92, 0.5103
93, 0.1283
94, 0.8263
95, 0.4043
96, 0.6623
97, 0.4003
98, 0.4183
99, 0.5163
100, 0.4943
