Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 1577
n: 1577
a: 29
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.1577
1, 0.5733
2, 0.6257
3, 0.1453
4, 0.2137
5, 0.1973
6, 0.7217
7, 0.9293
8, 0.9497
9, 0.5413
10, 0.6977
11, 0.2333
12, 0.7657
13, 0.2053
14, 0.9537
15, 0.6573
16, 0.0617
17, 0.7893
18, 0.8897
19, 0.8013
20, 0.2377
21, 0.8933
22, 0.9057
23, 0.2653
24, 0.6937
25, 0.1173
26, 0.4017
27, 0.6493
28, 0.8297
29, 0.0613
30, 0.7777
31, 0.5533
32, 0.0457
33, 0.3253
34, 0.4337
35, 0.5773
36, 0.7417
37, 0.5093
38, 0.7697
39, 0.3213
40, 0.3177
41, 0.2133
42, 0.1857
43, 0.3853
44, 0.1737
45, 0.0373
46, 0.0817
47, 0.3693
48, 0.7097
49, 0.5813
50, 0.8577
51, 0.8733
52, 0.3257
53, 0.4453
54, 0.9137
55, 0.4973
56, 0.4217
57, 0.2293
58, 0.6497
59, 0.8413
60, 0.3977
61, 0.5333
62, 0.4657
63, 0.5053
64, 0.6537
65, 0.9573
66, 0.7617
67, 0.0893
68, 0.5897
69, 0.1013
70, 0.9377
71, 0.1933
72, 0.6057
73, 0.5653
74, 0.3937
75, 0.4173
76, 0.1017
77, 0.9493
78, 0.5297
79, 0.3613
80, 0.4777
81, 0.8533
82, 0.7457
83, 0.6253
84, 0.1337
85, 0.8773
86, 0.4417
87, 0.8093
88, 0.4697
89, 0.6213
90, 0.0177
91, 0.5133
92, 0.8857
93, 0.6853
94, 0.8737
95, 0.3373
96, 0.7817
97, 0.6693
98, 0.4097
99, 0.8813
100, 0.5577
