Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 6191
n: 6191
a: 3
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.6191
1, 0.8573
2, 0.5719
3, 0.7157
4, 0.1471
5, 0.4413
6, 0.3239
7, 0.9717
8, 0.9151
9, 0.7453
10, 0.2359
11, 0.7077
12, 0.1231
13, 0.3693
14, 0.1079
15, 0.3237
16, 0.9711
17, 0.9133
18, 0.7399
19, 0.2197
20, 0.6591
21, 0.9773
22, 0.9319
23, 0.7957
24, 0.3871
25, 0.1613
26, 0.4839
27, 0.4517
28, 0.3551
29, 0.0653
30, 0.1959
31, 0.5877
32, 0.7631
33, 0.2893
34, 0.8679
35, 0.6037
36, 0.8111
37, 0.4333
38, 0.2999
39, 0.8997
40, 0.6991
41, 0.0973
42, 0.2919
43, 0.8757
44, 0.6271
45, 0.8813
46, 0.6439
47, 0.9317
48, 0.7951
49, 0.3853
50, 0.1559
51, 0.4677
52, 0.4031
53, 0.2093
54, 0.6279
55, 0.8837
56, 0.6511
57, 0.9533
58, 0.8599
59, 0.5797
60, 0.7391
61, 0.2173
62, 0.6519
63, 0.9557
64, 0.8671
65, 0.6013
66, 0.8039
67, 0.4117
68, 0.2351
69, 0.7053
70, 0.1159
71, 0.3477
72, 0.0431
73, 0.1293
74, 0.3879
75, 0.1637
76, 0.4911
77, 0.4733
78, 0.4199
79, 0.2597
80, 0.7791
81, 0.3373
82, 0.0119
83, 0.0357
84, 0.1071
85, 0.3213
86, 0.9639
87, 0.8917
88, 0.6751
89, 0.0253
90, 0.0759
91, 0.2277
92, 0.6831
93, 0.0493
94, 0.1479
95, 0.4437
96, 0.3311
97, 0.9933
98, 0.9799
99, 0.9397
100, 0.8191
