Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 2083
n: 2083
a: 21
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.2083
1, 0.3743
2, 0.8603
3, 0.0663
4, 0.3923
5, 0.2383
6, 0.0043
7, 0.0903
8, 0.8963
9, 0.8223
10, 0.2683
11, 0.6343
12, 0.3203
13, 0.7263
14, 0.2523
15, 0.2983
16, 0.2643
17, 0.5503
18, 0.5563
19, 0.6823
20, 0.3283
21, 0.8943
22, 0.7803
23, 0.3863
24, 0.1123
25, 0.3583
26, 0.5243
27, 0.0103
28, 0.2163
29, 0.5423
30, 0.3883
31, 0.1543
32, 0.2403
33, 0.0463
34, 0.9723
35, 0.4183
36, 0.7843
37, 0.4703
38, 0.8763
39, 0.4023
40, 0.4483
41, 0.4143
42, 0.7003
43, 0.7063
44, 0.8323
45, 0.4783
46, 0.0443
47, 0.9303
48, 0.5363
49, 0.2623
50, 0.5083
51, 0.6743
52, 0.1603
53, 0.3663
54, 0.6923
55, 0.5383
56, 0.3043
57, 0.3903
58, 0.1963
59, 0.1223
60, 0.5683
61, 0.9343
62, 0.6203
63, 0.0263
64, 0.5523
65, 0.5983
66, 0.5643
67, 0.8503
68, 0.8563
69, 0.9823
70, 0.6283
71, 0.1943
72, 0.0803
73, 0.6863
74, 0.4123
75, 0.6583
76, 0.8243
77, 0.3103
78, 0.5163
79, 0.8423
80, 0.6883
81, 0.4543
82, 0.5403
83, 0.3463
84, 0.2723
85, 0.7183
86, 0.0843
87, 0.7703
88, 0.1763
89, 0.7023
90, 0.7483
91, 0.7143
92, 3.0E-4
93, 0.0063
94, 0.1323
95, 0.7783
96, 0.3443
97, 0.2303
98, 0.8363
99, 0.5623
100, 0.8083
