Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 7101
n: 7101
a: 77
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.7101
1, 0.6777
2, 0.1829
3, 0.0833
4, 0.4141
5, 0.8857
6, 0.1989
7, 0.3153
8, 0.2781
9, 0.4137
10, 0.8549
11, 0.8273
12, 0.7021
13, 0.0617
14, 0.7509
15, 0.8193
16, 0.0861
17, 0.6297
18, 0.4869
19, 0.4913
20, 0.8301
21, 0.9177
22, 0.6629
23, 0.0433
24, 0.3341
25, 0.7257
26, 0.8789
27, 0.6753
28, 0.9981
29, 0.8537
30, 0.7349
31, 0.5873
32, 0.2221
33, 0.1017
34, 0.8309
35, 0.9793
36, 0.4061
37, 0.2697
38, 0.7669
39, 0.0513
40, 0.9501
41, 0.1577
42, 0.1429
43, 0.0033
44, 0.2541
45, 0.5657
46, 0.5589
47, 0.0353
48, 0.7181
49, 0.2937
50, 0.6149
51, 0.3473
52, 0.7421
53, 0.1417
54, 0.9109
55, 0.1393
56, 0.7261
57, 0.9097
58, 0.0469
59, 0.6113
60, 0.0701
61, 0.3977
62, 0.6229
63, 0.9633
64, 0.1741
65, 0.4057
66, 0.2389
67, 0.3953
68, 0.4381
69, 0.7337
70, 0.4949
71, 0.1073
72, 0.2621
73, 0.1817
74, 0.9909
75, 0.2993
76, 0.0461
77, 0.5497
78, 0.3269
79, 0.1713
80, 0.1901
81, 0.6377
82, 0.1029
83, 0.9233
84, 0.0941
85, 0.2457
86, 0.9189
87, 0.7553
88, 0.1581
89, 0.1737
90, 0.3749
91, 0.8673
92, 0.7821
93, 0.2217
94, 0.0709
95, 0.4593
96, 0.3661
97, 0.1897
98, 0.6069
99, 0.7313
100, 0.3101
