Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 3331
n: 3331
a: 83
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.3331
1, 0.6473
2, 0.7259
3, 0.2497
4, 0.7251
5, 0.1833
6, 0.2139
7, 0.7537
8, 0.5571
9, 0.2393
10, 0.8619
11, 0.5377
12, 0.6291
13, 0.2153
14, 0.8699
15, 0.2017
16, 0.7411
17, 0.5113
18, 0.4379
19, 0.3457
20, 0.6931
21, 0.5273
22, 0.7659
23, 0.5697
24, 0.2851
25, 0.6633
26, 0.0539
27, 0.4737
28, 0.3171
29, 0.3193
30, 0.5019
31, 0.6577
32, 0.5891
33, 0.8953
34, 0.3099
35, 0.7217
36, 0.9011
37, 0.7913
38, 0.6779
39, 0.2657
40, 0.0531
41, 0.4073
42, 0.8059
43, 0.8897
44, 0.8451
45, 0.1433
46, 0.8939
47, 0.1937
48, 0.0771
49, 0.3993
50, 0.1419
51, 0.7777
52, 0.5491
53, 0.5753
54, 0.7499
55, 0.2417
56, 0.0611
57, 0.0713
58, 0.9179
59, 0.1857
60, 0.4131
61, 0.2873
62, 0.8459
63, 0.2097
64, 0.4051
65, 0.6233
66, 0.7339
67, 0.9137
68, 0.8371
69, 0.4793
70, 0.7819
71, 0.8977
72, 0.5091
73, 0.2553
74, 0.1899
75, 0.7617
76, 0.2211
77, 0.3513
78, 0.1579
79, 0.1057
80, 0.7731
81, 0.1673
82, 0.8859
83, 0.5297
84, 0.9651
85, 0.1033
86, 0.5739
87, 0.6337
88, 0.5971
89, 0.5593
90, 0.4219
91, 0.0177
92, 0.4691
93, 0.9353
94, 0.6299
95, 0.2817
96, 0.3811
97, 0.6313
98, 0.3979
99, 0.0257
100, 0.1331
