Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 2681
n: 2681
a: 91
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.2681
1, 0.3971
2, 0.1361
3, 0.3851
4, 0.0441
5, 0.0131
6, 0.1921
7, 0.4811
8, 0.7801
9, 0.9891
10, 0.0081
11, 0.7371
12, 0.0761
13, 0.9251
14, 0.1841
15, 0.7531
16, 0.5321
17, 0.4211
18, 0.3201
19, 0.1291
20, 0.7481
21, 0.0771
22, 0.0161
23, 0.4651
24, 0.3241
25, 0.4931
26, 0.8721
27, 0.3611
28, 0.8601
29, 0.2691
30, 0.4881
31, 0.4171
32, 0.9561
33, 0.0051
34, 0.4641
35, 0.2331
36, 0.2121
37, 0.3011
38, 0.4001
39, 0.4091
40, 0.2281
41, 0.7571
42, 0.8961
43, 0.5451
44, 0.6041
45, 0.9731
46, 0.5521
47, 0.2411
48, 0.9401
49, 0.5491
50, 0.9681
51, 0.0971
52, 0.8361
53, 0.0851
54, 0.7441
55, 0.7131
56, 0.8921
57, 0.1811
58, 0.4801
59, 0.6891
60, 0.7081
61, 0.4371
62, 0.7761
63, 0.6251
64, 0.8841
65, 0.4531
66, 0.2321
67, 0.1211
68, 0.0201
69, 0.8291
70, 0.4481
71, 0.7771
72, 0.7161
73, 0.1651
74, 0.0241
75, 0.1931
76, 0.5721
77, 0.0611
78, 0.5601
79, 0.9691
80, 0.1881
81, 0.1171
82, 0.6561
83, 0.7051
84, 0.1641
85, 0.9331
86, 0.9121
87, 0.0011
88, 0.1001
89, 0.1091
90, 0.9281
91, 0.4571
92, 0.5961
93, 0.2451
94, 0.3041
95, 0.6731
96, 0.2521
97, 0.9411
98, 0.6401
99, 0.2491
100, 0.6681
