Datos del motor: 
Motor: Decimal Metodo: Multiplicativo
n0: 9661
n: 9661
a: 83
c: 0
b: 4
h: 500
m: 10000

Corrida.
 h,n 
0, 0.9661
1, 0.1863
2, 0.4629
3, 0.4207
4, 0.9181
5, 0.2023
6, 0.7909
7, 0.6447
8, 0.5101
9, 0.3383
10, 0.0789
11, 0.5487
12, 0.5421
13, 0.9943
14, 0.5269
15, 0.7327
16, 0.8141
17, 0.5703
18, 0.3349
19, 0.7967
20, 0.1261
21, 0.4663
22, 0.7029
23, 0.3407
24, 0.2781
25, 0.0823
26, 0.8309
27, 0.9647
28, 0.0701
29, 0.8183
30, 0.9189
31, 0.2687
32, 0.3021
33, 0.0743
34, 0.1669
35, 0.8527
36, 0.7741
37, 0.2503
38, 0.7749
39, 0.3167
40, 0.2861
41, 0.7463
42, 0.9429
43, 0.2607
44, 0.6381
45, 0.9623
46, 0.8709
47, 0.2847
48, 0.6301
49, 0.2983
50, 0.7589
51, 0.9887
52, 0.0621
53, 0.1543
54, 0.8069
55, 0.9727
56, 0.7341
57, 0.9303
58, 0.2149
59, 0.8367
60, 0.4461
61, 0.0263
62, 0.1829
63, 0.1807
64, 0.9981
65, 0.8423
66, 0.9109
67, 0.6047
68, 0.1901
69, 0.7783
70, 0.5989
71, 0.7087
72, 0.8221
73, 0.2343
74, 0.4469
75, 0.0927
76, 0.6941
77, 0.6103
78, 0.6549
79, 0.3567
80, 0.6061
81, 0.3063
82, 0.4229
83, 0.1007
84, 0.3581
85, 0.7223
86, 0.9509
87, 0.9247
88, 0.7501
89, 0.2583
90, 0.4389
91, 0.4287
92, 0.5821
93, 0.3143
94, 0.0869
95, 0.2127
96, 0.6541
97, 0.2903
98, 0.0949
99, 0.8767
100, 0.7661
