Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 913
n: 913
a: 101
c: 787715083
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.913
1, 0.296
2, 0.979
3, 0.962
4, 0.245
5, 0.828
6, 0.711
7, 0.894
8, 0.377
9, 0.16
10, 0.243
11, 0.626
12, 0.309
13, 0.292
14, 0.575
15, 0.158
16, 0.041
17, 0.224
18, 0.707
19, 0.49
20, 0.573
21, 0.956
22, 0.639
23, 0.622
24, 0.905
25, 0.488
26, 0.371
27, 0.554
28, 0.037
29, 0.82
30, 0.903
31, 0.286
32, 0.969
33, 0.952
34, 0.235
35, 0.818
36, 0.701
37, 0.884
38, 0.367
39, 0.15
40, 0.233
41, 0.616
42, 0.299
43, 0.282
44, 0.565
45, 0.148
46, 0.031
47, 0.214
48, 0.697
49, 0.48
50, 0.563
51, 0.946
52, 0.629
53, 0.612
54, 0.895
55, 0.478
56, 0.361
57, 0.544
58, 0.027
59, 0.81
60, 0.893
61, 0.276
62, 0.959
63, 0.942
64, 0.225
65, 0.808
66, 0.691
67, 0.874
68, 0.357
69, 0.14
70, 0.223
71, 0.606
72, 0.289
73, 0.272
74, 0.555
75, 0.138
76, 0.021
77, 0.204
78, 0.687
79, 0.47
80, 0.553
81, 0.936
82, 0.619
83, 0.602
84, 0.885
85, 0.468
86, 0.351
87, 0.534
88, 0.017
89, 0.8
90, 0.883
91, 0.266
92, 0.949
93, 0.932
94, 0.215
95, 0.798
96, 0.681
97, 0.864
98, 0.347
99, 0.13
100, 0.213
