Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 370
n: 370
a: 101
c: 653760547
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.37
1, 0.917
2, 0.164
3, 0.111
4, 0.758
5, 0.105
6, 0.152
7, 0.899
8, 0.346
9, 0.493
10, 0.34
11, 0.887
12, 0.134
13, 0.081
14, 0.728
15, 0.075
16, 0.122
17, 0.869
18, 0.316
19, 0.463
20, 0.31
21, 0.857
22, 0.104
23, 0.051
24, 0.698
25, 0.045
26, 0.092
27, 0.839
28, 0.286
29, 0.433
30, 0.28
31, 0.827
32, 0.074
33, 0.021
34, 0.668
35, 0.015
36, 0.062
37, 0.809
38, 0.256
39, 0.403
40, 0.25
41, 0.797
42, 0.044
43, 0.991
44, 0.638
45, 0.985
46, 0.032
47, 0.779
48, 0.226
49, 0.373
50, 0.22
51, 0.767
52, 0.014
53, 0.961
54, 0.608
55, 0.955
56, 0.002
57, 0.749
58, 0.196
59, 0.343
60, 0.19
61, 0.737
62, 0.984
63, 0.931
64, 0.578
65, 0.925
66, 0.972
67, 0.719
68, 0.166
69, 0.313
70, 0.16
71, 0.707
72, 0.954
73, 0.901
74, 0.548
75, 0.895
76, 0.942
77, 0.689
78, 0.136
79, 0.283
80, 0.13
81, 0.677
82, 0.924
83, 0.871
84, 0.518
85, 0.865
86, 0.912
87, 0.659
88, 0.106
89, 0.253
90, 0.1
91, 0.647
92, 0.894
93, 0.841
94, 0.488
95, 0.835
96, 0.882
97, 0.629
98, 0.076
99, 0.223
100, 0.07
