Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 947
n: 947
a: 101
c: 1825302853
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.947
1, 0.5
2, 0.353
3, 0.506
4, 0.959
5, 0.712
6, 0.765
7, 0.118
8, 0.771
9, 0.724
10, 0.977
11, 0.53
12, 0.383
13, 0.536
14, 0.989
15, 0.742
16, 0.795
17, 0.148
18, 0.801
19, 0.754
20, 0.007
21, 0.56
22, 0.413
23, 0.566
24, 0.019
25, 0.772
26, 0.825
27, 0.178
28, 0.831
29, 0.784
30, 0.037
31, 0.59
32, 0.443
33, 0.596
34, 0.049
35, 0.802
36, 0.855
37, 0.208
38, 0.861
39, 0.814
40, 0.067
41, 0.62
42, 0.473
43, 0.626
44, 0.079
45, 0.832
46, 0.885
47, 0.238
48, 0.891
49, 0.844
50, 0.097
51, 0.65
52, 0.503
53, 0.656
54, 0.109
55, 0.862
56, 0.915
57, 0.268
58, 0.921
59, 0.874
60, 0.127
61, 0.68
62, 0.533
63, 0.686
64, 0.139
65, 0.892
66, 0.945
67, 0.298
68, 0.951
69, 0.904
70, 0.157
71, 0.71
72, 0.563
73, 0.716
74, 0.169
75, 0.922
76, 0.975
77, 0.328
78, 0.981
79, 0.934
80, 0.187
81, 0.74
82, 0.593
83, 0.746
84, 0.199
85, 0.952
86, 0.005
87, 0.358
88, 0.011
89, 0.964
90, 0.217
91, 0.77
92, 0.623
93, 0.776
94, 0.229
95, 0.982
96, 0.035
97, 0.388
98, 0.041
99, 0.994
100, 0.247
