Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 375
n: 375
a: 101
c: 1733567203
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.375
1, 0.078
2, 0.081
3, 0.384
4, 0.987
5, 0.89
6, 0.093
7, 0.596
8, 0.399
9, 0.502
10, 0.905
11, 0.608
12, 0.611
13, 0.914
14, 0.517
15, 0.42
16, 0.623
17, 0.126
18, 0.929
19, 0.032
20, 0.435
21, 0.138
22, 0.141
23, 0.444
24, 0.047
25, 0.95
26, 0.153
27, 0.656
28, 0.459
29, 0.562
30, 0.965
31, 0.668
32, 0.671
33, 0.974
34, 0.577
35, 0.48
36, 0.683
37, 0.186
38, 0.989
39, 0.092
40, 0.495
41, 0.198
42, 0.201
43, 0.504
44, 0.107
45, 0.01
46, 0.213
47, 0.716
48, 0.519
49, 0.622
50, 0.025
51, 0.728
52, 0.731
53, 0.034
54, 0.637
55, 0.54
56, 0.743
57, 0.246
58, 0.049
59, 0.152
60, 0.555
61, 0.258
62, 0.261
63, 0.564
64, 0.167
65, 0.07
66, 0.273
67, 0.776
68, 0.579
69, 0.682
70, 0.085
71, 0.788
72, 0.791
73, 0.094
74, 0.697
75, 0.6
76, 0.803
77, 0.306
78, 0.109
79, 0.212
80, 0.615
81, 0.318
82, 0.321
83, 0.624
84, 0.227
85, 0.13
86, 0.333
87, 0.836
88, 0.639
89, 0.742
90, 0.145
91, 0.848
92, 0.851
93, 0.154
94, 0.757
95, 0.66
96, 0.863
97, 0.366
98, 0.169
99, 0.272
100, 0.675
