Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 517
n: 517
a: 101
c: 1799032477
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.517
1, 0.694
2, 0.571
3, 0.148
4, 0.425
5, 0.402
6, 0.079
7, 0.456
8, 0.533
9, 0.31
10, 0.787
11, 0.964
12, 0.841
13, 0.418
14, 0.695
15, 0.672
16, 0.349
17, 0.726
18, 0.803
19, 0.58
20, 0.057
21, 0.234
22, 0.111
23, 0.688
24, 0.965
25, 0.942
26, 0.619
27, 0.996
28, 0.073
29, 0.85
30, 0.327
31, 0.504
32, 0.381
33, 0.958
34, 0.235
35, 0.212
36, 0.889
37, 0.266
38, 0.343
39, 0.12
40, 0.597
41, 0.774
42, 0.651
43, 0.228
44, 0.505
45, 0.482
46, 0.159
47, 0.536
48, 0.613
49, 0.39
50, 0.867
51, 0.044
52, 0.921
53, 0.498
54, 0.775
55, 0.752
56, 0.429
57, 0.806
58, 0.883
59, 0.66
60, 0.137
61, 0.314
62, 0.191
63, 0.768
64, 0.045
65, 0.022
66, 0.699
67, 0.076
68, 0.153
69, 0.93
70, 0.407
71, 0.584
72, 0.461
73, 0.038
74, 0.315
75, 0.292
76, 0.969
77, 0.346
78, 0.423
79, 0.2
80, 0.677
81, 0.854
82, 0.731
83, 0.308
84, 0.585
85, 0.562
86, 0.239
87, 0.616
88, 0.693
89, 0.47
90, 0.947
91, 0.124
92, 0.001
93, 0.578
94, 0.855
95, 0.832
96, 0.509
97, 0.886
98, 0.963
99, 0.74
100, 0.217
