Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 422
n: 422
a: 101
c: 827258513
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.422
1, 0.135
2, 0.148
3, 0.461
4, 0.074
5, 0.987
6, 0.2
7, 0.713
8, 0.526
9, 0.639
10, 0.052
11, 0.765
12, 0.778
13, 0.091
14, 0.704
15, 0.617
16, 0.83
17, 0.343
18, 0.156
19, 0.269
20, 0.682
21, 0.395
22, 0.408
23, 0.721
24, 0.334
25, 0.247
26, 0.46
27, 0.973
28, 0.786
29, 0.899
30, 0.312
31, 0.025
32, 0.038
33, 0.351
34, 0.964
35, 0.877
36, 0.09
37, 0.603
38, 0.416
39, 0.529
40, 0.942
41, 0.655
42, 0.668
43, 0.981
44, 0.594
45, 0.507
46, 0.72
47, 0.233
48, 0.046
49, 0.159
50, 0.572
51, 0.285
52, 0.298
53, 0.611
54, 0.224
55, 0.137
56, 0.35
57, 0.863
58, 0.676
59, 0.789
60, 0.202
61, 0.915
62, 0.928
63, 0.241
64, 0.854
65, 0.767
66, 0.98
67, 0.493
68, 0.306
69, 0.419
70, 0.832
71, 0.545
72, 0.558
73, 0.871
74, 0.484
75, 0.397
76, 0.61
77, 0.123
78, 0.936
79, 0.049
80, 0.462
81, 0.175
82, 0.188
83, 0.501
84, 0.114
85, 0.027
86, 0.24
87, 0.753
88, 0.566
89, 0.679
90, 0.092
91, 0.805
92, 0.818
93, 0.131
94, 0.744
95, 0.657
96, 0.87
97, 0.383
98, 0.196
99, 0.309
100, 0.722
