Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 899
n: 899
a: 101
c: 1037285471
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.899
1, 0.27
2, 0.741
3, 0.312
4, 0.983
5, 0.754
6, 0.625
7, 0.596
8, 0.667
9, 0.838
10, 0.109
11, 0.48
12, 0.951
13, 0.522
14, 0.193
15, 0.964
16, 0.835
17, 0.806
18, 0.877
19, 0.048
20, 0.319
21, 0.69
22, 0.161
23, 0.732
24, 0.403
25, 0.174
26, 0.045
27, 0.016
28, 0.087
29, 0.258
30, 0.529
31, 0.9
32, 0.371
33, 0.942
34, 0.613
35, 0.384
36, 0.255
37, 0.226
38, 0.297
39, 0.468
40, 0.739
41, 0.11
42, 0.581
43, 0.152
44, 0.823
45, 0.594
46, 0.465
47, 0.436
48, 0.507
49, 0.678
50, 0.949
51, 0.32
52, 0.791
53, 0.362
54, 0.033
55, 0.804
56, 0.675
57, 0.646
58, 0.717
59, 0.888
60, 0.159
61, 0.53
62, 0.001
63, 0.572
64, 0.243
65, 0.014
66, 0.885
67, 0.856
68, 0.927
69, 0.098
70, 0.369
71, 0.74
72, 0.211
73, 0.782
74, 0.453
75, 0.224
76, 0.095
77, 0.066
78, 0.137
79, 0.308
80, 0.579
81, 0.95
82, 0.421
83, 0.992
84, 0.663
85, 0.434
86, 0.305
87, 0.276
88, 0.347
89, 0.518
90, 0.789
91, 0.16
92, 0.631
93, 0.202
94, 0.873
95, 0.644
96, 0.515
97, 0.486
98, 0.557
99, 0.728
100, 0.999
