Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 537
n: 537
a: 101
c: 1360480523
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.537
1, 0.76
2, 0.283
3, 0.106
4, 0.229
5, 0.652
6, 0.375
7, 0.398
8, 0.721
9, 0.344
10, 0.267
11, 0.49
12, 0.013
13, 0.836
14, 0.959
15, 0.382
16, 0.105
17, 0.128
18, 0.451
19, 0.074
20, 0.997
21, 0.22
22, 0.743
23, 0.566
24, 0.689
25, 0.112
26, 0.835
27, 0.858
28, 0.181
29, 0.804
30, 0.727
31, 0.95
32, 0.473
33, 0.296
34, 0.419
35, 0.842
36, 0.565
37, 0.588
38, 0.911
39, 0.534
40, 0.457
41, 0.68
42, 0.203
43, 0.026
44, 0.149
45, 0.572
46, 0.295
47, 0.318
48, 0.641
49, 0.264
50, 0.187
51, 0.41
52, 0.933
53, 0.756
54, 0.879
55, 0.302
56, 0.025
57, 0.048
58, 0.371
59, 0.994
60, 0.917
61, 0.14
62, 0.663
63, 0.486
64, 0.609
65, 0.032
66, 0.755
67, 0.778
68, 0.101
69, 0.724
70, 0.647
71, 0.87
72, 0.393
73, 0.216
74, 0.339
75, 0.762
76, 0.485
77, 0.508
78, 0.831
79, 0.454
80, 0.377
81, 0.6
82, 0.123
83, 0.946
84, 0.069
85, 0.492
86, 0.215
87, 0.238
88, 0.561
89, 0.184
90, 0.107
91, 0.33
92, 0.853
93, 0.676
94, 0.799
95, 0.222
96, 0.945
97, 0.968
98, 0.291
99, 0.914
100, 0.837
