Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 428
n: 428
a: 101
c: 1393652689
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.428
1, 0.917
2, 0.306
3, 0.595
4, 0.784
5, 0.873
6, 0.862
7, 0.751
8, 0.54
9, 0.229
10, 0.818
11, 0.307
12, 0.696
13, 0.985
14, 0.174
15, 0.263
16, 0.252
17, 0.141
18, 0.93
19, 0.619
20, 0.208
21, 0.697
22, 0.086
23, 0.375
24, 0.564
25, 0.653
26, 0.642
27, 0.531
28, 0.32
29, 0.009
30, 0.598
31, 0.087
32, 0.476
33, 0.765
34, 0.954
35, 0.043
36, 0.032
37, 0.921
38, 0.71
39, 0.399
40, 0.988
41, 0.477
42, 0.866
43, 0.155
44, 0.344
45, 0.433
46, 0.422
47, 0.311
48, 0.1
49, 0.789
50, 0.378
51, 0.867
52, 0.256
53, 0.545
54, 0.734
55, 0.823
56, 0.812
57, 0.701
58, 0.49
59, 0.179
60, 0.768
61, 0.257
62, 0.646
63, 0.935
64, 0.124
65, 0.213
66, 0.202
67, 0.091
68, 0.88
69, 0.569
70, 0.158
71, 0.647
72, 0.036
73, 0.325
74, 0.514
75, 0.603
76, 0.592
77, 0.481
78, 0.27
79, 0.959
80, 0.548
81, 0.037
82, 0.426
83, 0.715
84, 0.904
85, 0.993
86, 0.982
87, 0.871
88, 0.66
89, 0.349
90, 0.938
91, 0.427
92, 0.816
93, 0.105
94, 0.294
95, 0.383
96, 0.372
97, 0.261
98, 0.05
99, 0.739
100, 0.328
