Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 753
n: 753
a: 101
c: 903703123
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.753
1, 0.176
2, 0.899
3, 0.922
4, 0.245
5, 0.868
6, 0.791
7, 0.014
8, 0.537
9, 0.36
10, 0.483
11, 0.906
12, 0.629
13, 0.652
14, 0.975
15, 0.598
16, 0.521
17, 0.744
18, 0.267
19, 0.09
20, 0.213
21, 0.636
22, 0.359
23, 0.382
24, 0.705
25, 0.328
26, 0.251
27, 0.474
28, 0.997
29, 0.82
30, 0.943
31, 0.366
32, 0.089
33, 0.112
34, 0.435
35, 0.058
36, 0.981
37, 0.204
38, 0.727
39, 0.55
40, 0.673
41, 0.096
42, 0.819
43, 0.842
44, 0.165
45, 0.788
46, 0.711
47, 0.934
48, 0.457
49, 0.28
50, 0.403
51, 0.826
52, 0.549
53, 0.572
54, 0.895
55, 0.518
56, 0.441
57, 0.664
58, 0.187
59, 0.01
60, 0.133
61, 0.556
62, 0.279
63, 0.302
64, 0.625
65, 0.248
66, 0.171
67, 0.394
68, 0.917
69, 0.74
70, 0.863
71, 0.286
72, 0.009
73, 0.032
74, 0.355
75, 0.978
76, 0.901
77, 0.124
78, 0.647
79, 0.47
80, 0.593
81, 0.016
82, 0.739
83, 0.762
84, 0.085
85, 0.708
86, 0.631
87, 0.854
88, 0.377
89, 0.2
90, 0.323
91, 0.746
92, 0.469
93, 0.492
94, 0.815
95, 0.438
96, 0.361
97, 0.584
98, 0.107
99, 0.93
100, 0.053
