Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 258
n: 258
a: 101
c: 1906735743
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.258
1, 0.801
2, 0.644
3, 0.787
4, 0.23
5, 0.973
6, 0.016
7, 0.359
8, 0.002
9, 0.945
10, 0.188
11, 0.731
12, 0.574
13, 0.717
14, 0.16
15, 0.903
16, 0.946
17, 0.289
18, 0.932
19, 0.875
20, 0.118
21, 0.661
22, 0.504
23, 0.647
24, 0.09
25, 0.833
26, 0.876
27, 0.219
28, 0.862
29, 0.805
30, 0.048
31, 0.591
32, 0.434
33, 0.577
34, 0.02
35, 0.763
36, 0.806
37, 0.149
38, 0.792
39, 0.735
40, 0.978
41, 0.521
42, 0.364
43, 0.507
44, 0.95
45, 0.693
46, 0.736
47, 0.079
48, 0.722
49, 0.665
50, 0.908
51, 0.451
52, 0.294
53, 0.437
54, 0.88
55, 0.623
56, 0.666
57, 0.009
58, 0.652
59, 0.595
60, 0.838
61, 0.381
62, 0.224
63, 0.367
64, 0.81
65, 0.553
66, 0.596
67, 0.939
68, 0.582
69, 0.525
70, 0.768
71, 0.311
72, 0.154
73, 0.297
74, 0.74
75, 0.483
76, 0.526
77, 0.869
78, 0.512
79, 0.455
80, 0.698
81, 0.241
82, 0.084
83, 0.227
84, 0.67
85, 0.413
86, 0.456
87, 0.799
88, 0.442
89, 0.385
90, 0.628
91, 0.171
92, 0.014
93, 0.157
94, 0.6
95, 0.343
96, 0.386
97, 0.729
98, 0.372
99, 0.315
100, 0.558
