Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 425
n: 425
a: 101
c: 1303866691
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.425
1, 0.616
2, 0.907
3, 0.298
4, 0.789
5, 0.38
6, 0.071
7, 0.862
8, 0.753
9, 0.744
10, 0.835
11, 0.026
12, 0.317
13, 0.708
14, 0.199
15, 0.79
16, 0.481
17, 0.272
18, 0.163
19, 0.154
20, 0.245
21, 0.436
22, 0.727
23, 0.118
24, 0.609
25, 0.2
26, 0.891
27, 0.682
28, 0.573
29, 0.564
30, 0.655
31, 0.846
32, 0.137
33, 0.528
34, 0.019
35, 0.61
36, 0.301
37, 0.092
38, 0.983
39, 0.974
40, 0.065
41, 0.256
42, 0.547
43, 0.938
44, 0.429
45, 0.02
46, 0.711
47, 0.502
48, 0.393
49, 0.384
50, 0.475
51, 0.666
52, 0.957
53, 0.348
54, 0.839
55, 0.43
56, 0.121
57, 0.912
58, 0.803
59, 0.794
60, 0.885
61, 0.076
62, 0.367
63, 0.758
64, 0.249
65, 0.84
66, 0.531
67, 0.322
68, 0.213
69, 0.204
70, 0.295
71, 0.486
72, 0.777
73, 0.168
74, 0.659
75, 0.25
76, 0.941
77, 0.732
78, 0.623
79, 0.614
80, 0.705
81, 0.896
82, 0.187
83, 0.578
84, 0.069
85, 0.66
86, 0.351
87, 0.142
88, 0.033
89, 0.024
90, 0.115
91, 0.306
92, 0.597
93, 0.988
94, 0.479
95, 0.07
96, 0.761
97, 0.552
98, 0.443
99, 0.434
100, 0.525
