Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 399
n: 399
a: 101
c: 1901604971
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.399
1, 0.27
2, 0.241
3, 0.312
4, 0.483
5, 0.754
6, 0.125
7, 0.596
8, 0.167
9, 0.838
10, 0.609
11, 0.48
12, 0.451
13, 0.522
14, 0.693
15, 0.964
16, 0.335
17, 0.806
18, 0.377
19, 0.048
20, 0.819
21, 0.69
22, 0.661
23, 0.732
24, 0.903
25, 0.174
26, 0.545
27, 0.016
28, 0.587
29, 0.258
30, 0.029
31, 0.9
32, 0.871
33, 0.942
34, 0.113
35, 0.384
36, 0.755
37, 0.226
38, 0.797
39, 0.468
40, 0.239
41, 0.11
42, 0.081
43, 0.152
44, 0.323
45, 0.594
46, 0.965
47, 0.436
48, 0.007
49, 0.678
50, 0.449
51, 0.32
52, 0.291
53, 0.362
54, 0.533
55, 0.804
56, 0.175
57, 0.646
58, 0.217
59, 0.888
60, 0.659
61, 0.53
62, 0.501
63, 0.572
64, 0.743
65, 0.014
66, 0.385
67, 0.856
68, 0.427
69, 0.098
70, 0.869
71, 0.74
72, 0.711
73, 0.782
74, 0.953
75, 0.224
76, 0.595
77, 0.066
78, 0.637
79, 0.308
80, 0.079
81, 0.95
82, 0.921
83, 0.992
84, 0.163
85, 0.434
86, 0.805
87, 0.276
88, 0.847
89, 0.518
90, 0.289
91, 0.16
92, 0.131
93, 0.202
94, 0.373
95, 0.644
96, 0.015
97, 0.486
98, 0.057
99, 0.728
100, 0.499
