Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 492
n: 492
a: 101
c: 833954127
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.492
1, 0.819
2, 0.846
3, 0.573
4, 0.0
5, 0.127
6, 0.954
7, 0.481
8, 0.708
9, 0.635
10, 0.262
11, 0.589
12, 0.616
13, 0.343
14, 0.77
15, 0.897
16, 0.724
17, 0.251
18, 0.478
19, 0.405
20, 0.032
21, 0.359
22, 0.386
23, 0.113
24, 0.54
25, 0.667
26, 0.494
27, 0.021
28, 0.248
29, 0.175
30, 0.802
31, 0.129
32, 0.156
33, 0.883
34, 0.31
35, 0.437
36, 0.264
37, 0.791
38, 0.018
39, 0.945
40, 0.572
41, 0.899
42, 0.926
43, 0.653
44, 0.08
45, 0.207
46, 0.034
47, 0.561
48, 0.788
49, 0.715
50, 0.342
51, 0.669
52, 0.696
53, 0.423
54, 0.85
55, 0.977
56, 0.804
57, 0.331
58, 0.558
59, 0.485
60, 0.112
61, 0.439
62, 0.466
63, 0.193
64, 0.62
65, 0.747
66, 0.574
67, 0.101
68, 0.328
69, 0.255
70, 0.882
71, 0.209
72, 0.236
73, 0.963
74, 0.39
75, 0.517
76, 0.344
77, 0.871
78, 0.098
79, 0.025
80, 0.652
81, 0.979
82, 0.006
83, 0.733
84, 0.16
85, 0.287
86, 0.114
87, 0.641
88, 0.868
89, 0.795
90, 0.422
91, 0.749
92, 0.776
93, 0.503
94, 0.93
95, 0.057
96, 0.884
97, 0.411
98, 0.638
99, 0.565
100, 0.192
