Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 926
n: 926
a: 101
c: 1127578369
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.926
1, 0.895
2, 0.764
3, 0.533
4, 0.202
5, 0.771
6, 0.24
7, 0.609
8, 0.878
9, 0.047
10, 0.116
11, 0.085
12, 0.954
13, 0.723
14, 0.392
15, 0.961
16, 0.43
17, 0.799
18, 0.068
19, 0.237
20, 0.306
21, 0.275
22, 0.144
23, 0.913
24, 0.582
25, 0.151
26, 0.62
27, 0.989
28, 0.258
29, 0.427
30, 0.496
31, 0.465
32, 0.334
33, 0.103
34, 0.772
35, 0.341
36, 0.81
37, 0.179
38, 0.448
39, 0.617
40, 0.686
41, 0.655
42, 0.524
43, 0.293
44, 0.962
45, 0.531
46, 0.0
47, 0.369
48, 0.638
49, 0.807
50, 0.876
51, 0.845
52, 0.714
53, 0.483
54, 0.152
55, 0.721
56, 0.19
57, 0.559
58, 0.828
59, 0.997
60, 0.066
61, 0.035
62, 0.904
63, 0.673
64, 0.342
65, 0.911
66, 0.38
67, 0.749
68, 0.018
69, 0.187
70, 0.256
71, 0.225
72, 0.094
73, 0.863
74, 0.532
75, 0.101
76, 0.57
77, 0.939
78, 0.208
79, 0.377
80, 0.446
81, 0.415
82, 0.284
83, 0.053
84, 0.722
85, 0.291
86, 0.76
87, 0.129
88, 0.398
89, 0.567
90, 0.636
91, 0.605
92, 0.474
93, 0.243
94, 0.912
95, 0.481
96, 0.95
97, 0.319
98, 0.588
99, 0.757
100, 0.826
