Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 608
n: 608
a: 101
c: 214647497
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.608
1, 0.905
2, 0.902
3, 0.599
4, 0.996
5, 0.093
6, 0.89
7, 0.387
8, 0.584
9, 0.481
10, 0.078
11, 0.375
12, 0.372
13, 0.069
14, 0.466
15, 0.563
16, 0.36
17, 0.857
18, 0.054
19, 0.951
20, 0.548
21, 0.845
22, 0.842
23, 0.539
24, 0.936
25, 0.033
26, 0.83
27, 0.327
28, 0.524
29, 0.421
30, 0.018
31, 0.315
32, 0.312
33, 0.009
34, 0.406
35, 0.503
36, 0.3
37, 0.797
38, 0.994
39, 0.891
40, 0.488
41, 0.785
42, 0.782
43, 0.479
44, 0.876
45, 0.973
46, 0.77
47, 0.267
48, 0.464
49, 0.361
50, 0.958
51, 0.255
52, 0.252
53, 0.949
54, 0.346
55, 0.443
56, 0.24
57, 0.737
58, 0.934
59, 0.831
60, 0.428
61, 0.725
62, 0.722
63, 0.419
64, 0.816
65, 0.913
66, 0.71
67, 0.207
68, 0.404
69, 0.301
70, 0.898
71, 0.195
72, 0.192
73, 0.889
74, 0.286
75, 0.383
76, 0.18
77, 0.677
78, 0.874
79, 0.771
80, 0.368
81, 0.665
82, 0.662
83, 0.359
84, 0.756
85, 0.853
86, 0.65
87, 0.147
88, 0.344
89, 0.241
90, 0.838
91, 0.135
92, 0.132
93, 0.829
94, 0.226
95, 0.323
96, 0.12
97, 0.617
98, 0.814
99, 0.711
100, 0.308
