Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 271
n: 271
a: 101
c: 859243149
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.271
1, 0.52
2, 0.669
3, 0.718
4, 0.667
5, 0.516
6, 0.265
7, 0.914
8, 0.463
9, 0.912
10, 0.261
11, 0.51
12, 0.659
13, 0.708
14, 0.657
15, 0.506
16, 0.255
17, 0.904
18, 0.453
19, 0.902
20, 0.251
21, 0.5
22, 0.649
23, 0.698
24, 0.647
25, 0.496
26, 0.245
27, 0.894
28, 0.443
29, 0.892
30, 0.241
31, 0.49
32, 0.639
33, 0.688
34, 0.637
35, 0.486
36, 0.235
37, 0.884
38, 0.433
39, 0.882
40, 0.231
41, 0.48
42, 0.629
43, 0.678
44, 0.627
45, 0.476
46, 0.225
47, 0.874
48, 0.423
49, 0.872
50, 0.221
51, 0.47
52, 0.619
53, 0.668
54, 0.617
55, 0.466
56, 0.215
57, 0.864
58, 0.413
59, 0.862
60, 0.211
61, 0.46
62, 0.609
63, 0.658
64, 0.607
65, 0.456
66, 0.205
67, 0.854
68, 0.403
69, 0.852
70, 0.201
71, 0.45
72, 0.599
73, 0.648
74, 0.597
75, 0.446
76, 0.195
77, 0.844
78, 0.393
79, 0.842
80, 0.191
81, 0.44
82, 0.589
83, 0.638
84, 0.587
85, 0.436
86, 0.185
87, 0.834
88, 0.383
89, 0.832
90, 0.181
91, 0.43
92, 0.579
93, 0.628
94, 0.577
95, 0.426
96, 0.175
97, 0.824
98, 0.373
99, 0.822
100, 0.171
