Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 510
n: 510
a: 101
c: 581511953
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.51
1, 0.463
2, 0.716
3, 0.269
4, 0.122
5, 0.275
6, 0.728
7, 0.481
8, 0.534
9, 0.887
10, 0.54
11, 0.493
12, 0.746
13, 0.299
14, 0.152
15, 0.305
16, 0.758
17, 0.511
18, 0.564
19, 0.917
20, 0.57
21, 0.523
22, 0.776
23, 0.329
24, 0.182
25, 0.335
26, 0.788
27, 0.541
28, 0.594
29, 0.947
30, 0.6
31, 0.553
32, 0.806
33, 0.359
34, 0.212
35, 0.365
36, 0.818
37, 0.571
38, 0.624
39, 0.977
40, 0.63
41, 0.583
42, 0.836
43, 0.389
44, 0.242
45, 0.395
46, 0.848
47, 0.601
48, 0.654
49, 0.007
50, 0.66
51, 0.613
52, 0.866
53, 0.419
54, 0.272
55, 0.425
56, 0.878
57, 0.631
58, 0.684
59, 0.037
60, 0.69
61, 0.643
62, 0.896
63, 0.449
64, 0.302
65, 0.455
66, 0.908
67, 0.661
68, 0.714
69, 0.067
70, 0.72
71, 0.673
72, 0.926
73, 0.479
74, 0.332
75, 0.485
76, 0.938
77, 0.691
78, 0.744
79, 0.097
80, 0.75
81, 0.703
82, 0.956
83, 0.509
84, 0.362
85, 0.515
86, 0.968
87, 0.721
88, 0.774
89, 0.127
90, 0.78
91, 0.733
92, 0.986
93, 0.539
94, 0.392
95, 0.545
96, 0.998
97, 0.751
98, 0.804
99, 0.157
100, 0.81
