Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 489
n: 489
a: 101
c: 261720877
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.489
1, 0.266
2, 0.743
3, 0.92
4, 0.797
5, 0.374
6, 0.651
7, 0.628
8, 0.305
9, 0.682
10, 0.759
11, 0.536
12, 0.013
13, 0.19
14, 0.067
15, 0.644
16, 0.921
17, 0.898
18, 0.575
19, 0.952
20, 0.029
21, 0.806
22, 0.283
23, 0.46
24, 0.337
25, 0.914
26, 0.191
27, 0.168
28, 0.845
29, 0.222
30, 0.299
31, 0.076
32, 0.553
33, 0.73
34, 0.607
35, 0.184
36, 0.461
37, 0.438
38, 0.115
39, 0.492
40, 0.569
41, 0.346
42, 0.823
43, 0.0
44, 0.877
45, 0.454
46, 0.731
47, 0.708
48, 0.385
49, 0.762
50, 0.839
51, 0.616
52, 0.093
53, 0.27
54, 0.147
55, 0.724
56, 0.001
57, 0.978
58, 0.655
59, 0.032
60, 0.109
61, 0.886
62, 0.363
63, 0.54
64, 0.417
65, 0.994
66, 0.271
67, 0.248
68, 0.925
69, 0.302
70, 0.379
71, 0.156
72, 0.633
73, 0.81
74, 0.687
75, 0.264
76, 0.541
77, 0.518
78, 0.195
79, 0.572
80, 0.649
81, 0.426
82, 0.903
83, 0.08
84, 0.957
85, 0.534
86, 0.811
87, 0.788
88, 0.465
89, 0.842
90, 0.919
91, 0.696
92, 0.173
93, 0.35
94, 0.227
95, 0.804
96, 0.081
97, 0.058
98, 0.735
99, 0.112
100, 0.189
