Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 560
n: 560
a: 101
c: 675826547
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.56
1, 0.107
2, 0.354
3, 0.301
4, 0.948
5, 0.295
6, 0.342
7, 0.089
8, 0.536
9, 0.683
10, 0.53
11, 0.077
12, 0.324
13, 0.271
14, 0.918
15, 0.265
16, 0.312
17, 0.059
18, 0.506
19, 0.653
20, 0.5
21, 0.047
22, 0.294
23, 0.241
24, 0.888
25, 0.235
26, 0.282
27, 0.029
28, 0.476
29, 0.623
30, 0.47
31, 0.017
32, 0.264
33, 0.211
34, 0.858
35, 0.205
36, 0.252
37, 0.999
38, 0.446
39, 0.593
40, 0.44
41, 0.987
42, 0.234
43, 0.181
44, 0.828
45, 0.175
46, 0.222
47, 0.969
48, 0.416
49, 0.563
50, 0.41
51, 0.957
52, 0.204
53, 0.151
54, 0.798
55, 0.145
56, 0.192
57, 0.939
58, 0.386
59, 0.533
60, 0.38
61, 0.927
62, 0.174
63, 0.121
64, 0.768
65, 0.115
66, 0.162
67, 0.909
68, 0.356
69, 0.503
70, 0.35
71, 0.897
72, 0.144
73, 0.091
74, 0.738
75, 0.085
76, 0.132
77, 0.879
78, 0.326
79, 0.473
80, 0.32
81, 0.867
82, 0.114
83, 0.061
84, 0.708
85, 0.055
86, 0.102
87, 0.849
88, 0.296
89, 0.443
90, 0.29
91, 0.837
92, 0.084
93, 0.031
94, 0.678
95, 0.025
96, 0.072
97, 0.819
98, 0.266
99, 0.413
100, 0.26
