Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 106
n: 106
a: 101
c: 174626889
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.106
1, 0.595
2, 0.984
3, 0.273
4, 0.462
5, 0.551
6, 0.54
7, 0.429
8, 0.218
9, 0.907
10, 0.496
11, 0.985
12, 0.374
13, 0.663
14, 0.852
15, 0.941
16, 0.93
17, 0.819
18, 0.608
19, 0.297
20, 0.886
21, 0.375
22, 0.764
23, 0.053
24, 0.242
25, 0.331
26, 0.32
27, 0.209
28, 0.998
29, 0.687
30, 0.276
31, 0.765
32, 0.154
33, 0.443
34, 0.632
35, 0.721
36, 0.71
37, 0.599
38, 0.388
39, 0.077
40, 0.666
41, 0.155
42, 0.544
43, 0.833
44, 0.022
45, 0.111
46, 0.1
47, 0.989
48, 0.778
49, 0.467
50, 0.056
51, 0.545
52, 0.934
53, 0.223
54, 0.412
55, 0.501
56, 0.49
57, 0.379
58, 0.168
59, 0.857
60, 0.446
61, 0.935
62, 0.324
63, 0.613
64, 0.802
65, 0.891
66, 0.88
67, 0.769
68, 0.558
69, 0.247
70, 0.836
71, 0.325
72, 0.714
73, 0.003
74, 0.192
75, 0.281
76, 0.27
77, 0.159
78, 0.948
79, 0.637
80, 0.226
81, 0.715
82, 0.104
83, 0.393
84, 0.582
85, 0.671
86, 0.66
87, 0.549
88, 0.338
89, 0.027
90, 0.616
91, 0.105
92, 0.494
93, 0.783
94, 0.972
95, 0.061
96, 0.05
97, 0.939
98, 0.728
99, 0.417
100, 0.006
